epoch:0 loss:0.36553302325301024 dis:85.90863800048828
epoch:100 loss:0.323977403549644 dis:0.737216591835022
epoch:200 loss:0.2858779475206511 dis:24.78874397277832
epoch:300 loss:0.22592445669605915 dis:23.16473388671875
epoch:400 loss:0.18890387761572347 dis:11.113286018371582
epoch:500 loss:0.15241009539120892 dis:6.838629722595215
epoch:600 loss:0.1308251165269398 dis:3.2073562145233154
epoch:700 loss:0.1204612734808672 dis:1.2341502904891968
epoch:800 loss:0.11268331308462484 dis:0.5659323930740356
epoch:900 loss:0.1063737585018275 dis:0.45193955302238464
epoch:1000 loss:0.10429368817893424 dis:0.33976614475250244
epoch:1100 loss:0.10325344640600335 dis:0.3070336580276489
epoch:1200 loss:0.10277550095357435 dis:0.2356209009885788
epoch:1300 loss:0.10238717501041174 dis:0.22193732857704163
epoch:1400 loss:0.1019954896653105 dis:0.23812992870807648
epoch:1500 loss:0.10130180775213471 dis:0.26208052039146423
epoch:1600 loss:0.10048973241857383 dis:0.23401138186454773
epoch:1700 loss:0.09956977094321164 dis:0.2030060589313507
epoch:1800 loss:0.09861290608072341 dis:0.181611567735672
epoch:1900 loss:0.09769245906935041 dis:0.15668004751205444
epoch:2000 loss:0.0968551584659198 dis:0.129771426320076
epoch:2100 loss:0.09612396703308933 dis:0.10576226562261581
epoch:2200 loss:0.09549937649780474 dis:0.08797791600227356
epoch:2300 loss:0.0949656036498441 dis:0.07786451280117035
epoch:2400 loss:0.09448197830450929 dis:0.07619243115186691
epoch:2500 loss:0.09394181020953522 dis:0.09343589097261429
epoch:2600 loss:0.09324190918010314 dis:0.14396359026432037
epoch:2700 loss:0.09209482557751456 dis:0.22545719146728516
epoch:2800 loss:0.09097854612095303 dis:0.2470286339521408
epoch:2900 loss:0.09029684670298183 dis:0.2460460513830185
epoch:3000 loss:0.0896891424646744 dis:0.2819986045360565
epoch:3100 loss:0.08914991092208085 dis:0.32077497243881226
epoch:3200 loss:0.0886371275589886 dis:0.3615168035030365
epoch:3300 loss:0.08812346874759955 dis:0.3985444903373718
epoch:3400 loss:0.08760635445488478 dis:0.4229283332824707
epoch:3500 loss:0.0865027790508613 dis:0.35739195346832275
epoch:3600 loss:0.08548717473224512 dis:0.271011620759964
epoch:3700 loss:0.08459298433433636 dis:0.2064914107322693
epoch:3800 loss:0.0838103042922261 dis:0.15835458040237427
epoch:3900 loss:0.08311207058119773 dis:0.12405121326446533
epoch:4000 loss:0.08248799471943818 dis:0.10130925476551056
epoch:4100 loss:0.08192203551598103 dis:0.08692040294408798
epoch:4200 loss:0.08140808359211796 dis:0.07735099643468857
epoch:4300 loss:0.08094114658525223 dis:0.07186112552881241
epoch:4400 loss:0.08052588802227421 dis:0.06620335578918457
epoch:4500 loss:0.0801491219109933 dis:0.05890209600329399
epoch:4600 loss:0.07980929876720669 dis:0.052979450672864914
epoch:4700 loss:0.07945151975861213 dis:0.05743556469678879
epoch:4800 loss:0.0789505228864735 dis:0.10353440791368484
epoch:4900 loss:0.07826063779422861 dis:0.14647021889686584
epoch:5000 loss:0.07763628689627827 dis:0.12821756303310394
epoch:5100 loss:0.07707370989832932 dis:0.1566261351108551
epoch:5200 loss:0.07652227795176568 dis:0.2083471268415451
epoch:5300 loss:0.07600098170921635 dis:0.2755686044692993
epoch:5400 loss:0.07551792224118462 dis:0.3394867181777954
epoch:5500 loss:0.07507342827006283 dis:0.403278112411499
epoch:5600 loss:0.07465772310530516 dis:0.5180990695953369
epoch:5700 loss:0.07425240330908699 dis:0.6458225846290588
epoch:5800 loss:0.07382270273349237 dis:0.8602904081344604
epoch:5900 loss:0.0733797529870801 dis:0.9064926505088806
epoch:6000 loss:0.0729891730180813 dis:0.9417895078659058
epoch:6100 loss:0.07266953395594689 dis:0.8438617587089539
epoch:6200 loss:0.07242187799373485 dis:0.7377234697341919
epoch:6300 loss:0.07223134581002581 dis:0.6263188719749451
epoch:6400 loss:0.072085814114055 dis:0.5513767600059509
epoch:6500 loss:0.07193806553306803 dis:0.5336169600486755
epoch:6600 loss:0.0718158599121045 dis:0.4874092936515808
epoch:6700 loss:0.07170154500734689 dis:0.49561557173728943
epoch:6800 loss:0.07134027144201463 dis:0.5681584477424622
epoch:6900 loss:0.0712429380786243 dis:0.4555493891239166
epoch:7000 loss:0.0711876788425962 dis:0.514427661895752
epoch:7100 loss:0.07112614095511033 dis:0.6390653848648071
epoch:7200 loss:0.07104153641437568 dis:0.6496515870094299
epoch:7300 loss:0.07093815794295144 dis:0.5895937085151672
epoch:7400 loss:0.07082530945088533 dis:0.556269645690918
epoch:7500 loss:0.0707182040916204 dis:0.5154228210449219
epoch:7600 loss:0.07062807723637392 dis:0.46423518657684326
epoch:7700 loss:0.07054400743420795 dis:0.4453551769256592
epoch:7800 loss:0.0702739981034688 dis:0.36200690269470215
epoch:7900 loss:0.07013521095637398 dis:0.21798868477344513
epoch:8000 loss:0.07006749873679478 dis:0.15752378106117249
epoch:8100 loss:0.07004190736493737 dis:0.12901169061660767
epoch:8200 loss:0.07002384486404989 dis:0.10609928518533707
epoch:8300 loss:0.07001362300829275 dis:0.09323082864284515
epoch:8400 loss:0.07000757365361071 dis:0.08255060762166977
epoch:8500 loss:0.070003000539946 dis:0.07379517704248428
epoch:8600 loss:0.07000238189944855 dis:0.06749332696199417
epoch:8700 loss:0.06999953142609612 dis:0.061952490359544754
epoch:8800 loss:0.06999509416891836 dis:0.05618012323975563
epoch:8900 loss:0.06998989483578102 dis:0.05129365250468254
epoch:9000 loss:0.06999420269201408 dis:0.047569163143634796
epoch:9100 loss:0.06998982830310374 dis:0.04389234259724617
epoch:9200 loss:0.06998205019723426 dis:0.04094209522008896
epoch:9300 loss:0.06998136483081072 dis:0.037903085350990295
epoch:9400 loss:0.06997782810029633 dis:0.03529133275151253
epoch:9500 loss:0.06997652715069022 dis:0.03385176137089729
epoch:9600 loss:0.06997411483997484 dis:0.03178850933909416
epoch:9700 loss:0.0699717889609674 dis:0.03047632798552513
epoch:9800 loss:0.06996742315384505 dis:0.028390279039740562
epoch:9900 loss:0.06996346973371097 dis:0.02679620124399662
epoch:10000 loss:0.06996443814263427 dis:0.025778958573937416
epoch:10100 loss:0.06995718639760645 dis:0.024428216740489006
epoch:10200 loss:0.06995299608386142 dis:0.023431476205587387
epoch:10300 loss:0.06995010365574923 dis:0.022385267540812492
epoch:10400 loss:0.06995009699869963 dis:0.0217811930924654
epoch:10500 loss:0.06994320994152362 dis:0.020290620625019073
epoch:10600 loss:0.06994385906478905 dis:0.01944500394165516
epoch:10700 loss:0.06994156214002394 dis:0.018599143251776695
epoch:10800 loss:0.0699376272327367 dis:0.017796382308006287
epoch:10900 loss:0.06993381861755121 dis:0.017887841910123825
epoch:11000 loss:0.06993064572292858 dis:0.016804872080683708
epoch:11100 loss:0.06992879119424786 dis:0.016932569444179535
epoch:11200 loss:0.06992130931966403 dis:0.01652448996901512
epoch:11300 loss:0.06992251806123281 dis:0.015613129362463951
epoch:11400 loss:0.0699216522980452 dis:0.014979325234889984
epoch:11500 loss:0.06991340703142249 dis:0.014828121289610863
epoch:11600 loss:0.069910186584478 dis:0.014241273514926434
epoch:11700 loss:0.06990745225195702 dis:0.013772411271929741
epoch:11800 loss:0.06989819602566451 dis:0.014280288480222225
epoch:11900 loss:0.0698988089263264 dis:0.014141160063445568
epoch:12000 loss:0.06989292952185498 dis:0.014445623382925987
epoch:12100 loss:0.06988742941589456 dis:0.014317919500172138
epoch:12200 loss:0.06988686972003665 dis:0.013826054520905018
epoch:12300 loss:0.06988005972803771 dis:0.013363529928028584
epoch:12400 loss:0.06987312578134193 dis:0.014235300943255424
epoch:12500 loss:0.06986927032927863 dis:0.014170215465128422
epoch:12600 loss:0.06986765410847477 dis:0.014511269517242908
epoch:12700 loss:0.06986280855440702 dis:0.015461443923413754
epoch:12800 loss:0.06985873922908946 dis:0.015600853599607944
epoch:12900 loss:0.06985549959671508 dis:0.014960886910557747
epoch:13000 loss:0.06985200315822213 dis:0.015442907810211182
epoch:13100 loss:0.06984335297059922 dis:0.015805324539542198
epoch:13200 loss:0.06983899580372845 dis:0.016893640160560608
epoch:13300 loss:0.06983306802013188 dis:0.01650047115981579
epoch:13400 loss:0.06983060407452485 dis:0.01688884012401104
epoch:13500 loss:0.06982787329439971 dis:0.016930555924773216
epoch:13600 loss:0.06982683630351863 dis:0.0169853325933218
epoch:13700 loss:0.06982275154332888 dis:0.01720404624938965
epoch:13800 loss:0.06980718058001624 dis:0.01665615849196911
epoch:13900 loss:0.06981373087938553 dis:0.017271611839532852
epoch:14000 loss:0.06980050624669633 dis:0.016267623752355576
epoch:14100 loss:0.06980192388711216 dis:0.018182119354605675
epoch:14200 loss:0.06978954441250494 dis:0.02009807713329792
epoch:14300 loss:0.06978523059545273 dis:0.01914040558040142
epoch:14400 loss:0.06977906134034965 dis:0.020263995975255966
epoch:14500 loss:0.06977730288598054 dis:0.01916290447115898
epoch:14600 loss:0.06977405947249024 dis:0.023378366604447365
epoch:14700 loss:0.06976715503779099 dis:0.024286001920700073
epoch:14800 loss:0.069760209868723 dis:0.027946947142481804
epoch:14900 loss:0.06975898830184626 dis:0.03312712907791138
epoch:15000 loss:0.06975339752471475 dis:0.03557064011693001
epoch:15100 loss:0.06975092742672512 dis:0.0323665589094162
epoch:15200 loss:0.06973959055770673 dis:0.033316463232040405
epoch:15300 loss:0.06973563757643868 dis:0.034074511379003525
epoch:15400 loss:0.06973272277696164 dis:0.029398055747151375
epoch:15500 loss:0.06972194063271525 dis:0.021325016394257545
epoch:15600 loss:0.0697211959387158 dis:0.02135409601032734
epoch:15700 loss:0.06971624001460804 dis:0.023767070844769478
epoch:15800 loss:0.06970941001358347 dis:0.04576139152050018
epoch:15900 loss:0.06970400231563277 dis:0.039174314588308334
epoch:16000 loss:0.06970015755130005 dis:0.02614622190594673
epoch:16100 loss:0.0696879504385961 dis:0.021857868880033493
epoch:16200 loss:0.06968692807104004 dis:0.044053636491298676
epoch:16300 loss:0.06968207997362325 dis:0.0878477394580841
epoch:16400 loss:0.06966815192901939 dis:0.13364200294017792
epoch:16500 loss:0.06966018749872321 dis:0.06635822355747223
epoch:16600 loss:0.06965389686022283 dis:0.0394899956882
epoch:16700 loss:0.06965022650157784 dis:0.03185169771313667
epoch:16800 loss:0.06964447320962117 dis:0.03288598731160164
epoch:16900 loss:0.0696328949822402 dis:0.03294802084565163
epoch:17000 loss:0.06962845442359142 dis:0.03735378384590149
epoch:17100 loss:0.06962168603942767 dis:0.03542714938521385
epoch:17200 loss:0.06961957245659484 dis:0.03730523958802223
epoch:17300 loss:0.06961124458328312 dis:0.03766479715704918
epoch:17400 loss:0.06960963240596219 dis:0.037388868629932404
epoch:17500 loss:0.06960520039829997 dis:0.04014671966433525
epoch:17600 loss:0.06959898173216611 dis:0.0381806306540966
epoch:17700 loss:0.06959391339265325 dis:0.03840400278568268
epoch:17800 loss:0.0695871751077128 dis:0.04115455970168114
epoch:17900 loss:0.06958206910078955 dis:0.03983138129115105
epoch:18000 loss:0.06957849199595317 dis:0.041205212473869324
epoch:18100 loss:0.06957019267213795 dis:0.04074356332421303
epoch:18200 loss:0.06956708017044556 dis:0.042768318206071854
epoch:18300 loss:0.0695649783163394 dis:0.07331586629152298
epoch:18400 loss:0.06956093508081747 dis:0.09091140329837799
epoch:18500 loss:0.06955875605428598 dis:0.1070047914981842
epoch:18600 loss:0.06955169299523518 dis:0.10624856501817703
epoch:18700 loss:0.06954831184581885 dis:0.11062775552272797
epoch:18800 loss:0.06955029368798778 dis:0.10523096472024918
epoch:18900 loss:0.06954956724226259 dis:0.08424080163240433
epoch:19000 loss:0.06954281461638942 dis:0.09238862246274948
epoch:19100 loss:0.0695409028714357 dis:0.08567479252815247
epoch:19200 loss:0.06953708592044193 dis:0.09881801903247833
epoch:19300 loss:0.06953733704207742 dis:0.1964534968137741
epoch:19400 loss:0.06953131991822231 dis:0.09892198443412781
epoch:19500 loss:0.06953012781630634 dis:0.10118041932582855
epoch:19600 loss:0.06952962552005297 dis:0.09735886752605438
epoch:19700 loss:0.06952084814445784 dis:0.1013774424791336
epoch:19800 loss:0.06951902622293031 dis:0.09791538864374161
epoch:19900 loss:0.06951967260864311 dis:0.09386903792619705
epoch:20000 loss:0.06951767984582753 dis:0.09508869051933289
epoch:20100 loss:0.06950954409201734 dis:0.08425616472959518
epoch:20200 loss:0.06951075664432167 dis:0.09328587353229523
epoch:20300 loss:0.06951072314868574 dis:0.09292977303266525
epoch:20400 loss:0.06950646237218365 dis:0.0843401625752449
epoch:20500 loss:0.069505005207077 dis:0.0847649946808815
epoch:20600 loss:0.06950061007809107 dis:0.08879364281892776
epoch:20700 loss:0.06949921979268991 dis:0.08111105859279633
epoch:20800 loss:0.0695011996847063 dis:0.08190061897039413
epoch:20900 loss:0.06949548766012482 dis:0.08556058257818222
epoch:21000 loss:0.06949871727305135 dis:0.08345720171928406
epoch:21100 loss:0.0694952162853983 dis:0.08480887860059738
epoch:21200 loss:0.06949242206917726 dis:0.0875239223241806
epoch:21300 loss:0.06949315916350243 dis:0.09606891125440598
epoch:21400 loss:0.0694865417867478 dis:0.10802792757749557
epoch:21500 loss:0.06948707120007896 dis:0.0974297896027565
epoch:21600 loss:0.06948141162966237 dis:0.08488842099905014
epoch:21700 loss:0.0694788011691895 dis:0.08102138340473175
epoch:21800 loss:0.06947923010909479 dis:0.09193647652864456
epoch:21900 loss:0.06947800360201341 dis:0.08365640789270401
