Epoch:0,Train_loss:0.7010308504104614,Train_acc:0.535,Dis:1.7992826700210571
Epoch:1,Train_loss:0.6560521324475607,Train_acc:0.560625,Dis:0.5601267218589783
Epoch:2,Train_loss:0.616224949558576,Train_acc:0.56375,Dis:0.511766254901886
Epoch:3,Train_loss:0.5867963035901388,Train_acc:0.62375,Dis:0.5121778845787048
Epoch:4,Train_loss:0.5417688886324564,Train_acc:0.630625,Dis:0.5761497616767883
Epoch:5,Train_loss:0.4889539033174515,Train_acc:0.745625,Dis:0.6568251252174377
Epoch:6,Train_loss:0.4375749131043752,Train_acc:0.775,Dis:0.7176626920700073
Epoch:7,Train_loss:0.37335007389386493,Train_acc:0.854375,Dis:0.785364031791687
Epoch:8,Train_loss:0.3225809782743454,Train_acc:0.86875,Dis:0.7840178608894348
Epoch:9,Train_loss:0.27047573775053024,Train_acc:0.868125,Dis:0.7376329898834229
Epoch:10,Train_loss:0.23452010999123254,Train_acc:0.89125,Dis:0.658569872379303
Epoch:11,Train_loss:0.19986623401443163,Train_acc:0.92375,Dis:0.5487231016159058
Epoch:12,Train_loss:0.1793756311138471,Train_acc:0.930625,Dis:0.47371625900268555
Epoch:13,Train_loss:0.16386100898186365,Train_acc:0.940625,Dis:0.4252961575984955
Epoch:14,Train_loss:0.15026824300487837,Train_acc:0.949375,Dis:0.3389957845211029
Epoch:15,Train_loss:0.13125884036223093,Train_acc:0.960625,Dis:0.30375543236732483
Epoch:16,Train_loss:0.12716310347119966,Train_acc:0.964375,Dis:0.2779700756072998
Epoch:17,Train_loss:0.11085207263628642,Train_acc:0.9675,Dis:0.2210358828306198
Epoch:18,Train_loss:0.11022086814045906,Train_acc:0.9675,Dis:0.18763987720012665
Epoch:19,Train_loss:0.10280626018842061,Train_acc:0.9725,Dis:0.15229113399982452
Epoch:20,Train_loss:0.1017960390696923,Train_acc:0.979375,Dis:0.1483275294303894
Epoch:21,Train_loss:0.0896779006967942,Train_acc:0.983125,Dis:0.1298053115606308
Epoch:22,Train_loss:0.08361059116820495,Train_acc:0.984375,Dis:0.11860038340091705
Epoch:23,Train_loss:0.07695453551908334,Train_acc:0.986875,Dis:0.10506192594766617
Epoch:24,Train_loss:0.07123911567032337,Train_acc:0.985,Dis:0.10138265043497086
Epoch:25,Train_loss:0.07455223860840003,Train_acc:0.988125,Dis:0.09344858676195145
Epoch:26,Train_loss:0.0672922134399414,Train_acc:0.990625,Dis:0.09066172689199448
Epoch:27,Train_loss:0.06649847825368245,Train_acc:0.99,Dis:0.08274473249912262
Epoch:28,Train_loss:0.06520890506605308,Train_acc:0.990625,Dis:0.11028603464365005
Epoch:29,Train_loss:0.05855263645450274,Train_acc:0.991875,Dis:0.1063876673579216
Epoch:30,Train_loss:0.053723566234111786,Train_acc:0.990625,Dis:0.08483870327472687
Epoch:31,Train_loss:0.05399771531422933,Train_acc:0.991875,Dis:0.07166726887226105
Epoch:32,Train_loss:0.05268071343501409,Train_acc:0.991875,Dis:0.07704386115074158
Epoch:33,Train_loss:0.048511050020655,Train_acc:0.99375,Dis:0.08214674890041351
Epoch:34,Train_loss:0.04895257235815128,Train_acc:0.99375,Dis:0.07096129655838013
Epoch:35,Train_loss:0.04598308137307564,Train_acc:0.99375,Dis:0.07163611054420471
Epoch:36,Train_loss:0.04376246718068918,Train_acc:0.996875,Dis:0.07588066905736923
Epoch:37,Train_loss:0.04235394640515248,Train_acc:0.994375,Dis:0.07638392597436905
Epoch:38,Train_loss:0.04300201094398896,Train_acc:0.991875,Dis:0.06683667749166489
Epoch:39,Train_loss:0.042257994413375854,Train_acc:0.99625,Dis:0.06750266253948212
Epoch:40,Train_loss:0.04099439767499765,Train_acc:0.995,Dis:0.052869975566864014
Epoch:41,Train_loss:0.037003072599569954,Train_acc:0.995,Dis:0.048811521381139755
Epoch:42,Train_loss:0.03744879396011432,Train_acc:0.994375,Dis:0.03886960446834564
best_acc:0.996875 average_time:9.551950343819552test_loss:0.03549951408058405, test_acc:0.995
