epoch:0 loss:0.379898188654916 dis:4.013467311859131
epoch:100 loss:0.30554019989938896 dis:0.08580332249403
epoch:200 loss:0.30394877844720486 dis:0.19414791464805603
epoch:300 loss:0.300285215200175 dis:0.5037950873374939
epoch:400 loss:0.28919804462362747 dis:1.4052361249923706
epoch:500 loss:0.2614996975528653 dis:3.5072643756866455
epoch:600 loss:0.23322014003770314 dis:3.0380048751831055
epoch:700 loss:0.2149430652296144 dis:1.8371434211730957
epoch:800 loss:0.1911763250490105 dis:1.8294575214385986
epoch:900 loss:0.16914182600868 dis:1.2238062620162964
epoch:1000 loss:0.1515161335210694 dis:0.7663886547088623
epoch:1100 loss:0.13888501858948052 dis:0.4657028317451477
epoch:1200 loss:0.13052372088464054 dis:0.29035696387290955
epoch:1300 loss:0.1248139695848453 dis:0.181004598736763
epoch:1400 loss:0.12096200975557436 dis:0.1671515256166458
epoch:1500 loss:0.11798562219733748 dis:0.12833525240421295
epoch:1600 loss:0.11556016402594022 dis:0.11725393682718277
epoch:1700 loss:0.11335230933475837 dis:0.08737438917160034
epoch:1800 loss:0.11145941204220484 dis:0.07300829887390137
epoch:1900 loss:0.10981613843141125 dis:0.06500642001628876
epoch:2000 loss:0.10839834299169321 dis:0.09442224353551865
epoch:2100 loss:0.10712947932240466 dis:0.06993509829044342
epoch:2200 loss:0.10608671751437193 dis:0.05647457018494606
epoch:2300 loss:0.10520053685527467 dis:0.04670983925461769
epoch:2400 loss:0.10441851469766777 dis:0.04069583863019943
epoch:2500 loss:0.10371160848224492 dis:0.03676265850663185
epoch:2600 loss:0.10306380743032559 dis:0.040119562298059464
epoch:2700 loss:0.10245976333585294 dis:0.033958278596401215
epoch:2800 loss:0.1018953051619034 dis:0.03200700506567955
epoch:2900 loss:0.1013641116239722 dis:0.033158183097839355
epoch:3000 loss:0.1008579686640787 dis:0.032872579991817474
epoch:3100 loss:0.10037576606269324 dis:0.032080404460430145
epoch:3200 loss:0.0999129148989023 dis:0.03197231516242027
epoch:3300 loss:0.09902570861077967 dis:0.037268999963998795
epoch:3400 loss:0.09816977427753287 dis:0.04032302647829056
epoch:3500 loss:0.09734604203662353 dis:0.04947437345981598
epoch:3600 loss:0.09654427205880127 dis:0.050109513103961945
epoch:3700 loss:0.09577170172731155 dis:0.05494074523448944
epoch:3800 loss:0.09503708899691465 dis:0.05692003667354584
epoch:3900 loss:0.09436011962072531 dis:0.050006017088890076
epoch:4000 loss:0.09375721188462433 dis:0.03748057037591934
epoch:4100 loss:0.0932293531169128 dis:0.02739802747964859
epoch:4200 loss:0.092769266335931 dis:0.021063346415758133
epoch:4300 loss:0.09236809369313567 dis:0.01712292805314064
epoch:4400 loss:0.0920172592386541 dis:0.014539964497089386
epoch:4500 loss:0.09170897313116795 dis:0.012748092412948608
epoch:4600 loss:0.09143643940305934 dis:0.011436107568442822
epoch:4700 loss:0.09119391762450926 dis:0.010423503816127777
epoch:4800 loss:0.09097665230667576 dis:0.00960157997906208
epoch:4900 loss:0.09078076742474034 dis:0.011110306717455387
epoch:5000 loss:0.09060268065596533 dis:0.009708162397146225
epoch:5100 loss:0.09043973739178972 dis:0.011684058234095573
epoch:5200 loss:0.09028940483814604 dis:0.011667463928461075
epoch:5300 loss:0.09014982973341591 dis:0.01275166030973196
epoch:5400 loss:0.09001980511488569 dis:0.013987747021019459
epoch:5500 loss:0.0898983157355897 dis:0.014407861046493053
epoch:5600 loss:0.08977446268565417 dis:0.019117947667837143
epoch:5700 loss:0.08965398609218952 dis:0.017229199409484863
epoch:5800 loss:0.08953633269850259 dis:0.01586509868502617
epoch:5900 loss:0.08942129493350601 dis:0.014625058509409428
epoch:6000 loss:0.0892886553007489 dis:0.016418233513832092
epoch:6100 loss:0.08915071009122062 dis:0.01311991922557354
epoch:6200 loss:0.08899232940186975 dis:0.02774881199002266
epoch:6300 loss:0.08881941758543067 dis:0.021859437227249146
epoch:6400 loss:0.08863478968984308 dis:0.013012262061238289
