epoch:0 loss:0.33246916895095185 dis:0.0006499451119452715
epoch:200 loss:0.27372519480877494 dis:9.59849739074707
epoch:400 loss:0.23684792849565156 dis:6.653722286224365
epoch:600 loss:0.16091986948495754 dis:19.809383392333984
epoch:800 loss:0.11761774713540826 dis:8.085975646972656
epoch:1000 loss:0.11050530922657918 dis:1.4336698055267334
epoch:1200 loss:0.10724302922811464 dis:0.7319570183753967
epoch:1400 loss:0.10518340523235707 dis:0.5890224575996399
epoch:1600 loss:0.10316651783729201 dis:0.8353371620178223
epoch:1800 loss:0.10070999143554264 dis:1.1639407873153687
epoch:2000 loss:0.09910901940378346 dis:0.6352636814117432
epoch:2200 loss:0.09771413994611337 dis:0.49464860558509827
epoch:2400 loss:0.09627419022229718 dis:0.4928244948387146
epoch:2600 loss:0.09445717940136088 dis:0.5926788449287415
epoch:2800 loss:0.09200115504362566 dis:0.7571099996566772
epoch:3000 loss:0.0896111410760161 dis:0.6917992830276489
epoch:3200 loss:0.08835909289408608 dis:0.4133042097091675
epoch:3400 loss:0.08753708889960854 dis:0.286317378282547
epoch:3600 loss:0.0868813501368226 dis:0.2332628220319748
epoch:3800 loss:0.08637985528671176 dis:0.1973756104707718
epoch:4000 loss:0.08588323722331107 dis:0.16714078187942505
epoch:4200 loss:0.0855021013380206 dis:0.14278753101825714
epoch:4400 loss:0.0851739564257102 dis:0.12492039799690247
epoch:4600 loss:0.08487111034648609 dis:0.11819282174110413
epoch:4800 loss:0.08461913875397131 dis:0.12740805745124817
epoch:5000 loss:0.0840630633971681 dis:0.18252718448638916
epoch:5200 loss:0.0832092029966311 dis:0.28818589448928833
epoch:5400 loss:0.08253126794539707 dis:0.2521126866340637
epoch:5600 loss:0.0819333690281038 dis:0.20721718668937683
epoch:5800 loss:0.08145418015924806 dis:0.18612107634544373
epoch:6000 loss:0.08083439961857501 dis:0.16956943273544312
epoch:6200 loss:0.080357995825831 dis:0.15247195959091187
epoch:6400 loss:0.07992119939393602 dis:0.1452999860048294
epoch:6600 loss:0.0794436803528738 dis:0.2028973400592804
