Epoch:0,Train_loss:0.7105467120806376,Train_acc:0.5325,Dis:7.47993278503418
Epoch:1,Train_loss:0.6713815927505493,Train_acc:0.555625,Dis:0.4106064736843109
Epoch:2,Train_loss:0.6354015866915385,Train_acc:0.558125,Dis:0.3415355384349823
Epoch:3,Train_loss:0.6139490902423859,Train_acc:0.595,Dis:0.3121799826622009
Epoch:4,Train_loss:0.585034042596817,Train_acc:0.606875,Dis:0.37314316630363464
Epoch:5,Train_loss:0.5502030452092489,Train_acc:0.64375,Dis:0.4353175759315491
Epoch:6,Train_loss:0.517737920085589,Train_acc:0.68875,Dis:0.49367502331733704
Epoch:7,Train_loss:0.46743376553058624,Train_acc:0.74625,Dis:0.5535072088241577
Epoch:8,Train_loss:0.42605898280938465,Train_acc:0.77,Dis:0.5692277550697327
Epoch:9,Train_loss:0.37528353929519653,Train_acc:0.81,Dis:0.5838243365287781
Epoch:10,Train_loss:0.33302101492881775,Train_acc:0.829375,Dis:0.5758099555969238
Epoch:11,Train_loss:0.28930194675922394,Train_acc:0.865625,Dis:0.5420793890953064
Epoch:12,Train_loss:0.25640980154275894,Train_acc:0.88125,Dis:0.5248625874519348
Epoch:13,Train_loss:0.23173333456118902,Train_acc:0.89625,Dis:0.49756985902786255
Epoch:14,Train_loss:0.20971719672282538,Train_acc:0.90875,Dis:0.43237510323524475
Epoch:15,Train_loss:0.18120432769258818,Train_acc:0.935,Dis:0.39106857776641846
Epoch:16,Train_loss:0.17194400479396185,Train_acc:0.94,Dis:0.3463731110095978
Epoch:17,Train_loss:0.15015264600515366,Train_acc:0.949375,Dis:0.28721216320991516
Epoch:18,Train_loss:0.14783275624116263,Train_acc:0.9575,Dis:0.25716662406921387
Epoch:19,Train_loss:0.13473189622163773,Train_acc:0.958125,Dis:0.2216518074274063
Epoch:20,Train_loss:0.13232280562321344,Train_acc:0.965625,Dis:0.1972610354423523
Epoch:21,Train_loss:0.11815235763788223,Train_acc:0.97,Dis:0.16261781752109528
Epoch:22,Train_loss:0.10940409327546756,Train_acc:0.973125,Dis:0.15025131404399872
Epoch:23,Train_loss:0.09957817817727725,Train_acc:0.974375,Dis:0.1339661031961441
Epoch:24,Train_loss:0.0924000721424818,Train_acc:0.980625,Dis:0.1247968003153801
Epoch:25,Train_loss:0.09465605765581131,Train_acc:0.98125,Dis:0.11861856281757355
Epoch:26,Train_loss:0.08591828246911366,Train_acc:0.98375,Dis:0.128226637840271
Epoch:27,Train_loss:0.08381409073869388,Train_acc:0.984375,Dis:0.11748524010181427
Epoch:28,Train_loss:0.0807028238972028,Train_acc:0.985625,Dis:0.10909866541624069
Epoch:29,Train_loss:0.07339649088680744,Train_acc:0.986875,Dis:0.09027501940727234
Epoch:30,Train_loss:0.06749140533308189,Train_acc:0.990625,Dis:0.07933234423398972
Epoch:31,Train_loss:0.06701813141504924,Train_acc:0.99,Dis:0.06877194344997406
Epoch:32,Train_loss:0.06563201484580834,Train_acc:0.991875,Dis:0.06415373086929321
Epoch:33,Train_loss:0.06085672850410143,Train_acc:0.991875,Dis:0.058380287140607834
Epoch:34,Train_loss:0.061091250429550804,Train_acc:0.99625,Dis:0.05424193665385246
Epoch:35,Train_loss:0.057083417351047196,Train_acc:0.993125,Dis:0.05181235447525978
Epoch:36,Train_loss:0.0541393564393123,Train_acc:0.994375,Dis:0.06318584084510803
Epoch:37,Train_loss:0.05253895620505015,Train_acc:0.995625,Dis:0.05923683941364288
Epoch:38,Train_loss:0.053000317265590034,Train_acc:0.9925,Dis:0.05387330427765846
Epoch:39,Train_loss:0.05179807357490063,Train_acc:0.9975,Dis:0.056892555207014084
Epoch:40,Train_loss:0.05056393270691236,Train_acc:0.994375,Dis:0.04820328205823898
Epoch:41,Train_loss:0.0460241325199604,Train_acc:0.996875,Dis:0.04168950766324997
Epoch:42,Train_loss:0.04544561542570591,Train_acc:0.9925,Dis:0.035222239792346954
Epoch:43,Train_loss:0.04504520818591118,Train_acc:0.996875,Dis:0.03215037286281586
Epoch:44,Train_loss:0.04252815991640091,Train_acc:0.995,Dis:0.028467971831560135
Epoch:45,Train_loss:0.03965533493707577,Train_acc:0.9975,Dis:0.026350170373916626
best_acc:0.9975 average_time:9.576531964799631test_loss:0.04427726877232393, test_acc:1.0
