epoch:0 loss:0.3477582031944363 dis:3.7581024169921875
epoch:10 loss:0.2973949121148071 dis:0.004446540493518114
epoch:20 loss:0.29601492021144027 dis:0.0025191267486661673
epoch:30 loss:0.29521914525357396 dis:0.001976888859644532
epoch:40 loss:0.2950264322230765 dis:0.0015839324332773685
epoch:50 loss:0.2949996365730827 dis:0.0014362456277012825
epoch:60 loss:0.29499097355675374 dis:0.0014865408884361386
epoch:70 loss:0.294958945969719 dis:0.0016205465653911233
epoch:80 loss:0.29490496100624747 dis:0.001738301943987608
epoch:90 loss:0.29483475566784734 dis:0.0018062038579955697
epoch:100 loss:0.29475756988317237 dis:0.0018329460872337222
epoch:110 loss:0.29467978235779896 dis:0.001835036207921803
epoch:120 loss:0.29459897737406493 dis:0.0018269456923007965
epoch:130 loss:0.2945187826578803 dis:0.0018173444550484419
epoch:140 loss:0.2944444493052844 dis:0.0018112394027411938
epoch:150 loss:0.2943620104464964 dis:0.0018112142570316792
epoch:160 loss:0.2942915489984722 dis:0.0018177211750298738
epoch:170 loss:0.2942111312033732 dis:0.001830036286264658
epoch:180 loss:0.29413223659920323 dis:0.001848258194513619
epoch:190 loss:0.2940538402461959 dis:0.001869244733825326
epoch:200 loss:0.2939686686719569 dis:0.0018925665644928813
epoch:210 loss:0.2938827879046986 dis:0.0019181646639481187
epoch:220 loss:0.29379234262427534 dis:0.002075294265523553
epoch:230 loss:0.29368572242038127 dis:0.002073021838441491
epoch:240 loss:0.29356853125055393 dis:0.0022819959558546543
epoch:250 loss:0.2934507854895089 dis:0.0024808114394545555
epoch:260 loss:0.29332076223666353 dis:0.002622167579829693
epoch:270 loss:0.29318814010403865 dis:0.0027138039004057646
epoch:280 loss:0.2930423516961978 dis:0.002776915207505226
epoch:290 loss:0.2928919500777337 dis:0.0028259020764380693
epoch:300 loss:0.292733873947688 dis:0.0028693589847534895
epoch:310 loss:0.2925666592927152 dis:0.0029106312431395054
epoch:320 loss:0.29238914375865666 dis:0.002951995935291052
epoch:330 loss:0.29220186952966126 dis:0.0029934104532003403
epoch:340 loss:0.2920051622857073 dis:0.0030359141528606415
epoch:350 loss:0.2917982624843145 dis:0.003079058136790991
epoch:360 loss:0.2915832181603974 dis:0.0031239197123795748
epoch:370 loss:0.2913513806923288 dis:0.0031697351951152086
epoch:380 loss:0.2911053077708877 dis:0.003217641031369567
epoch:390 loss:0.2908511881325482 dis:0.0032680779695510864
