epoch:0 train_loss:0.6038667219285918 valid_loss:18.478376388549805 dis:34.691856384277344
epoch:100 train_loss:0.2788801351978105 valid_loss:16.209369659423828 dis:1.50492262840271
epoch:200 train_loss:0.2581390711156477 valid_loss:14.556601524353027 dis:3.1411359310150146
epoch:300 train_loss:0.2438040969801876 valid_loss:13.345178604125977 dis:4.776613712310791
epoch:400 train_loss:0.21828337696325298 valid_loss:11.918868064880371 dis:8.568427085876465
epoch:500 train_loss:0.1806477719772163 valid_loss:10.093564987182617 dis:12.16205883026123
epoch:600 train_loss:0.1466452414629897 valid_loss:8.61090087890625 dis:8.019760131835938
epoch:700 train_loss:0.12934526189237042 valid_loss:7.672798156738281 dis:2.403355598449707
epoch:800 train_loss:0.12237132533881345 valid_loss:6.8436174392700195 dis:0.7030060291290283
epoch:900 train_loss:0.11776342333577533 valid_loss:6.210358142852783 dis:0.5530276894569397
epoch:1000 train_loss:0.11459706957440295 valid_loss:5.739779472351074 dis:0.4293598532676697
epoch:1100 train_loss:0.11220396334817419 valid_loss:5.3625407218933105 dis:0.416594535112381
epoch:1200 train_loss:0.11008771648137723 valid_loss:5.019459247589111 dis:0.5212191939353943
epoch:1300 train_loss:0.10790499506556762 valid_loss:4.669791221618652 dis:0.6904755234718323
epoch:1400 train_loss:0.10551603899552123 valid_loss:4.360100269317627 dis:0.8180395364761353
epoch:1500 train_loss:0.10301471922123441 valid_loss:4.108170032501221 dis:0.853219747543335
epoch:1600 train_loss:0.10052956695944289 valid_loss:3.915355920791626 dis:0.822941780090332
epoch:1700 train_loss:0.09813326680840748 valid_loss:3.756882667541504 dis:0.7703897953033447
epoch:1800 train_loss:0.0958845015769998 valid_loss:3.6211836338043213 dis:0.7051696181297302
epoch:1900 train_loss:0.09385567907680607 valid_loss:3.499800205230713 dis:0.62187260389328
epoch:2000 train_loss:0.09210656055813023 valid_loss:3.389070987701416 dis:0.5293281674385071
epoch:2100 train_loss:0.090659008550901 valid_loss:3.292320489883423 dis:0.43781378865242004
epoch:2200 train_loss:0.08950074689835832 valid_loss:3.2073283195495605 dis:0.35427790880203247
epoch:2300 train_loss:0.08859452137956068 valid_loss:3.1316826343536377 dis:0.2812352776527405
epoch:2400 train_loss:0.08789228596707317 valid_loss:3.0595366954803467 dis:0.22316241264343262
epoch:2500 train_loss:0.08734248951580752 valid_loss:2.987269401550293 dis:0.18279321491718292
epoch:2600 train_loss:0.08691362048690356 valid_loss:2.937950849533081 dis:0.14251308143138885
epoch:2700 train_loss:0.08660052301456646 valid_loss:2.8925724029541016 dis:0.1041143462061882
epoch:2800 train_loss:0.08636096636046345 valid_loss:2.8482165336608887 dis:0.07852689921855927
epoch:2900 train_loss:0.0870851803865868 valid_loss:2.8549959659576416 dis:0.06338883936405182
epoch:3000 train_loss:0.08599685656477588 valid_loss:2.8144211769104004 dis:0.0498274527490139
