epoch:0 train_loss:0.3427461683941175 valid_loss:16.850461959838867 dis:52.45241165161133
epoch:100 train_loss:0.2856147946260334 valid_loss:16.824996948242188 dis:2.5012295246124268
epoch:200 train_loss:0.23173135071111364 valid_loss:15.217720031738281 dis:39.11405944824219
epoch:300 train_loss:0.18217270352654263 valid_loss:19.667081832885742 dis:23.99509048461914
epoch:400 train_loss:0.15602434075718535 valid_loss:22.60365104675293 dis:7.0502824783325195
epoch:500 train_loss:0.1344759564628457 valid_loss:21.875288009643555 dis:5.412019729614258
epoch:600 train_loss:0.11945005398576833 valid_loss:17.11448097229004 dis:3.1366400718688965
epoch:700 train_loss:0.10670629931381553 valid_loss:12.494769096374512 dis:1.698119044303894
epoch:800 train_loss:0.09889807769796728 valid_loss:8.86868667602539 dis:0.998561680316925
epoch:900 train_loss:0.09471698594598044 valid_loss:6.251660346984863 dis:0.5963390469551086
epoch:1000 train_loss:0.09240787158171514 valid_loss:4.478302955627441 dis:0.39980843663215637
epoch:1100 train_loss:0.09098973417606235 valid_loss:3.5536437034606934 dis:0.30500200390815735
epoch:1200 train_loss:0.09002406746378151 valid_loss:3.3402059078216553 dis:0.25673726201057434
epoch:1300 train_loss:0.08929587810857675 valid_loss:3.5077714920043945 dis:0.22932957112789154
epoch:1400 train_loss:0.08870306159785418 valid_loss:3.7686281204223633 dis:0.21108216047286987
epoch:1500 train_loss:0.08819492432049904 valid_loss:3.9910104274749756 dis:0.19722077250480652
epoch:1600 train_loss:0.08774419613657593 valid_loss:4.138925552368164 dis:0.1850348562002182
epoch:1700 train_loss:0.08733569699646809 valid_loss:4.128450393676758 dis:0.17384807765483856
epoch:1800 train_loss:0.08689699380411539 valid_loss:4.082507133483887 dis:0.1719481348991394
best_valid_loss:3.3402059078216553 average_time:8.854431328020597
