Epoch:0,Train_loss:0.728147049744924,Train_acc:0.529375,Dis:73.63056182861328
Epoch:1,Train_loss:0.7108912070592245,Train_acc:0.534375,Dis:0.09223861992359161
Epoch:2,Train_loss:0.6858989695707957,Train_acc:0.5375,Dis:0.09570103138685226
Epoch:3,Train_loss:0.6712890068689982,Train_acc:0.561875,Dis:0.09259434044361115
Epoch:4,Train_loss:0.6564878424008688,Train_acc:0.56,Dis:0.0970141589641571
Epoch:5,Train_loss:0.639840433994929,Train_acc:0.57625,Dis:0.10347914695739746
Epoch:6,Train_loss:0.6295621693134308,Train_acc:0.57375,Dis:0.11091674864292145
Epoch:7,Train_loss:0.6040903578201929,Train_acc:0.58875,Dis:0.13612118363380432
Epoch:8,Train_loss:0.5914222995440165,Train_acc:0.59125,Dis:0.14919495582580566
Epoch:9,Train_loss:0.56331700583299,Train_acc:0.59625,Dis:0.1554366797208786
Epoch:10,Train_loss:0.5417666832605997,Train_acc:0.615625,Dis:0.15636895596981049
Epoch:11,Train_loss:0.514582023024559,Train_acc:0.6425,Dis:0.16498622298240662
Epoch:12,Train_loss:0.49028287331263226,Train_acc:0.670625,Dis:0.18190151453018188
Epoch:13,Train_loss:0.4748900234699249,Train_acc:0.705625,Dis:0.188013955950737
Epoch:14,Train_loss:0.4551135102907817,Train_acc:0.71625,Dis:0.18961293995380402
Epoch:15,Train_loss:0.4287087718645732,Train_acc:0.741875,Dis:0.18123191595077515
Epoch:16,Train_loss:0.4081837187210719,Train_acc:0.76875,Dis:0.1795143038034439
Epoch:17,Train_loss:0.38047584891319275,Train_acc:0.790625,Dis:0.17612965404987335
Epoch:18,Train_loss:0.37828486164410907,Train_acc:0.8075,Dis:0.15949402749538422
Epoch:19,Train_loss:0.3479419747988383,Train_acc:0.81125,Dis:0.14915886521339417
Epoch:20,Train_loss:0.33708641429742175,Train_acc:0.819375,Dis:0.1400410234928131
Epoch:21,Train_loss:0.31815176208813983,Train_acc:0.831875,Dis:0.12942296266555786
Epoch:22,Train_loss:0.2999485085407893,Train_acc:0.8425,Dis:0.14699049293994904
Epoch:23,Train_loss:0.2783747464418411,Train_acc:0.85125,Dis:0.14701557159423828
Epoch:24,Train_loss:0.26729776213566464,Train_acc:0.859375,Dis:0.15035969018936157
Epoch:25,Train_loss:0.2621392011642456,Train_acc:0.868125,Dis:0.1412658840417862
Epoch:26,Train_loss:0.247837595641613,Train_acc:0.875,Dis:0.11784160137176514
Epoch:27,Train_loss:0.23850986113150915,Train_acc:0.895,Dis:0.11017370223999023
Epoch:28,Train_loss:0.22676472614208856,Train_acc:0.899375,Dis:0.0801052525639534
Epoch:29,Train_loss:0.2163941984375318,Train_acc:0.9175,Dis:0.07428441941738129
Epoch:30,Train_loss:0.20437426616748175,Train_acc:0.905625,Dis:0.0728379637002945
Epoch:31,Train_loss:0.20059040933847427,Train_acc:0.925,Dis:0.07315225154161453
Epoch:32,Train_loss:0.19548050314188004,Train_acc:0.92875,Dis:0.06458783149719238
Epoch:33,Train_loss:0.185354582965374,Train_acc:0.925625,Dis:0.061111751943826675
Epoch:34,Train_loss:0.17641212542851767,Train_acc:0.934375,Dis:0.05730848386883736
Epoch:35,Train_loss:0.16691160202026367,Train_acc:0.943125,Dis:0.054897699505090714
Epoch:36,Train_loss:0.15469940130909285,Train_acc:0.949375,Dis:0.06241365522146225
