Epoch:0,Train_loss:0.8096436063448588,Train_acc:0.495625,Dis:2.482985258102417
Epoch:1,Train_loss:0.807844748099645,Train_acc:0.5025,Dis:0.003368204925209284
Epoch:2,Train_loss:0.807390828927358,Train_acc:0.62125,Dis:0.0023517266381531954
Epoch:3,Train_loss:0.8058482905228933,Train_acc:0.714375,Dis:0.0023004619870334864
Epoch:4,Train_loss:0.8050086597601572,Train_acc:0.675,Dis:0.0023235431872308254
Epoch:5,Train_loss:0.8040900329748789,Train_acc:0.67375,Dis:0.002439038595184684
Epoch:6,Train_loss:0.8029725750287374,Train_acc:0.678125,Dis:0.0025992216542363167
Epoch:7,Train_loss:0.8017907937367758,Train_acc:0.70875,Dis:0.0027603839989751577
Epoch:8,Train_loss:0.8008546928564707,Train_acc:0.731875,Dis:0.002946781227365136
Epoch:9,Train_loss:0.7996794581413269,Train_acc:0.740625,Dis:0.00319134839810431
Epoch:10,Train_loss:0.7984048426151276,Train_acc:0.741875,Dis:0.0036069564521312714
Epoch:11,Train_loss:0.7969280779361725,Train_acc:0.74375,Dis:0.00381491519510746
Epoch:12,Train_loss:0.7949641744295756,Train_acc:0.743125,Dis:0.003741108812391758
Epoch:13,Train_loss:0.7939484814802805,Train_acc:0.743125,Dis:0.004088266286998987
Epoch:14,Train_loss:0.7924913763999939,Train_acc:0.73875,Dis:0.004263404756784439
Epoch:15,Train_loss:0.7896537681420644,Train_acc:0.736875,Dis:0.005011141765862703
Epoch:16,Train_loss:0.788064698378245,Train_acc:0.700625,Dis:0.005582758225500584
Epoch:17,Train_loss:0.7849641640981039,Train_acc:0.673125,Dis:0.00812890287488699
Epoch:18,Train_loss:0.7832604944705963,Train_acc:0.645625,Dis:0.009836576879024506
Epoch:19,Train_loss:0.7777643303076426,Train_acc:0.6275,Dis:0.009152996353805065
Epoch:20,Train_loss:0.7748705049355825,Train_acc:0.608125,Dis:0.008866740390658379
Epoch:21,Train_loss:0.7707089285055796,Train_acc:0.600625,Dis:0.008634029887616634
Epoch:22,Train_loss:0.7693261603514353,Train_acc:0.608125,Dis:0.008659787476062775
Epoch:23,Train_loss:0.7660381396611532,Train_acc:0.610625,Dis:0.009420131333172321
Epoch:24,Train_loss:0.7609668473402659,Train_acc:0.615,Dis:0.008780578151345253
Epoch:25,Train_loss:0.7581239839394888,Train_acc:0.615,Dis:0.008794124238193035
Epoch:26,Train_loss:0.7517581880092621,Train_acc:0.613125,Dis:0.009533962234854698
Epoch:27,Train_loss:0.7477562328179678,Train_acc:0.603125,Dis:0.00950491800904274
Epoch:28,Train_loss:0.7406112750371298,Train_acc:0.586875,Dis:0.009610237553715706
Epoch:29,Train_loss:0.7420120537281036,Train_acc:0.5775,Dis:0.01006028987467289
Epoch:30,Train_loss:0.7328480283419291,Train_acc:0.573125,Dis:0.010850584134459496
Epoch:31,Train_loss:0.7303843299547831,Train_acc:0.57125,Dis:0.01040224451571703
Epoch:32,Train_loss:0.7243565320968628,Train_acc:0.56875,Dis:0.009519532322883606
Epoch:33,Train_loss:0.7209280033906301,Train_acc:0.56875,Dis:0.009184652008116245
Epoch:34,Train_loss:0.7147292792797089,Train_acc:0.570625,Dis:0.009446414187550545
Epoch:35,Train_loss:0.7141947348912557,Train_acc:0.571875,Dis:0.010414943099021912
Epoch:36,Train_loss:0.702777643998464,Train_acc:0.563125,Dis:0.009802408516407013
Epoch:37,Train_loss:0.6993353168169657,Train_acc:0.545,Dis:0.011136136949062347
Epoch:38,Train_loss:0.6924287776152293,Train_acc:0.55125,Dis:0.011210516095161438
Epoch:39,Train_loss:0.6809736887613932,Train_acc:0.536875,Dis:0.012047939002513885
Epoch:40,Train_loss:0.6816696524620056,Train_acc:0.544375,Dis:0.013012256473302841
Epoch:41,Train_loss:0.6645629604657491,Train_acc:0.555625,Dis:0.012213759124279022
Epoch:42,Train_loss:0.6700058976809183,Train_acc:0.551875,Dis:0.01155716460198164
Epoch:43,Train_loss:0.6594331761201223,Train_acc:0.55375,Dis:0.01132345199584961
Epoch:44,Train_loss:0.6623867154121399,Train_acc:0.56125,Dis:0.011450963094830513
Epoch:45,Train_loss:0.6512632171312968,Train_acc:0.55875,Dis:0.011150626465678215
Epoch:46,Train_loss:0.64438596367836,Train_acc:0.555,Dis:0.010716818273067474
Epoch:47,Train_loss:0.6360886295636495,Train_acc:0.56875,Dis:0.011188318021595478
Epoch:48,Train_loss:0.6351326604684194,Train_acc:0.570625,Dis:0.01115258689969778
Epoch:49,Train_loss:0.6260636448860168,Train_acc:0.578125,Dis:0.010525009594857693
Epoch:50,Train_loss:0.6192020773887634,Train_acc:0.584375,Dis:0.010716612450778484
Epoch:51,Train_loss:0.6134736488262812,Train_acc:0.591875,Dis:0.010585950687527657
Epoch:52,Train_loss:0.6043078005313873,Train_acc:0.6025,Dis:0.01366970594972372
Epoch:53,Train_loss:0.6038605918486913,Train_acc:0.633125,Dis:0.016395652666687965
Epoch:54,Train_loss:0.595182200272878,Train_acc:0.66375,Dis:0.016507407650351524
Epoch:55,Train_loss:0.5857135951519012,Train_acc:0.68,Dis:0.015558462589979172
Epoch:56,Train_loss:0.5840285768111547,Train_acc:0.69875,Dis:0.014929849654436111
Epoch:57,Train_loss:0.5687673389911652,Train_acc:0.715625,Dis:0.013438886031508446
Epoch:58,Train_loss:0.5689704865217209,Train_acc:0.734375,Dis:0.012658877298235893
Epoch:59,Train_loss:0.5591282596190771,Train_acc:0.73875,Dis:0.012436815537512302
Epoch:60,Train_loss:0.5591393858194351,Train_acc:0.724375,Dis:0.012192437425255775
Epoch:61,Train_loss:0.5485832989215851,Train_acc:0.75,Dis:0.012345854192972183
Epoch:62,Train_loss:0.5407958527406057,Train_acc:0.765,Dis:0.01081935502588749
Epoch:63,Train_loss:0.534761647383372,Train_acc:0.771875,Dis:0.010387361980974674
Epoch:64,Train_loss:0.5315276881059011,Train_acc:0.778125,Dis:0.010152744129300117
Epoch:65,Train_loss:0.5228875776131948,Train_acc:0.791875,Dis:0.009437049739062786
Epoch:66,Train_loss:0.5098341008027395,Train_acc:0.801875,Dis:0.008813748136162758
Epoch:67,Train_loss:0.4988578011592229,Train_acc:0.813125,Dis:0.009266018867492676
Epoch:68,Train_loss:0.4995432049036026,Train_acc:0.82,Dis:0.008977211080491543
Epoch:69,Train_loss:0.4975920120875041,Train_acc:0.82875,Dis:0.008739575743675232
Epoch:70,Train_loss:0.4834592640399933,Train_acc:0.840625,Dis:0.008003738708794117
Epoch:71,Train_loss:0.47903332114219666,Train_acc:0.84875,Dis:0.008000384084880352
Epoch:72,Train_loss:0.47135437031586963,Train_acc:0.855,Dis:0.0076781706884503365
Epoch:73,Train_loss:0.46413715183734894,Train_acc:0.8625,Dis:0.007292654365301132
Epoch:74,Train_loss:0.45835719009240466,Train_acc:0.8675,Dis:0.0075014503672719
Epoch:75,Train_loss:0.44927358627319336,Train_acc:0.871875,Dis:0.007219692226499319
Epoch:76,Train_loss:0.44835931062698364,Train_acc:0.87375,Dis:0.007704579271376133
Epoch:77,Train_loss:0.4392956594626109,Train_acc:0.87625,Dis:0.007212669122964144
Epoch:78,Train_loss:0.4362533340851466,Train_acc:0.8775,Dis:0.006843141280114651
Epoch:79,Train_loss:0.4333432962497075,Train_acc:0.880625,Dis:0.006853135768324137
