epoch:0 train_loss:0.33724879346763204 valid_loss:7.320906639099121 dis:52.20625686645508
epoch:1000 train_loss:0.08759742415704674 valid_loss:2.6963212490081787 dis:651.4512329101562
epoch:2000 train_loss:0.08378941618126692 valid_loss:4.298762321472168 dis:43.644935607910156
epoch:3000 train_loss:0.07701795444401908 valid_loss:5.147910118103027 dis:104.73576354980469
epoch:4000 train_loss:0.07222272914330058 valid_loss:4.092709064483643 dis:13.139657020568848
epoch:5000 train_loss:0.07179126150437462 valid_loss:3.539763927459717 dis:3.6211438179016113
epoch:6000 train_loss:0.07171823052610868 valid_loss:3.1128621101379395 dis:2.5598487854003906
epoch:7000 train_loss:0.07167731340930678 valid_loss:2.68461537361145 dis:3.5865111351013184
epoch:8000 train_loss:0.07162864034137048 valid_loss:2.443877935409546 dis:3.600003242492676
epoch:9000 train_loss:0.07158792895576059 valid_loss:2.046947717666626 dis:5.570404529571533
epoch:10000 train_loss:0.07153186861948116 valid_loss:1.7959238290786743 dis:5.987789630889893
epoch:11000 train_loss:0.07146494867234245 valid_loss:1.5993496179580688 dis:8.444777488708496
epoch:12000 train_loss:0.07139679854549158 valid_loss:1.4049357175827026 dis:14.292930603027344
epoch:13000 train_loss:0.07125195099016651 valid_loss:1.2714896202087402 dis:39.5615234375
epoch:14000 train_loss:0.0710428965171698 valid_loss:1.1508450508117676 dis:49.177330017089844
epoch:15000 train_loss:0.0708412285073325 valid_loss:1.2075656652450562 dis:41.97702407836914
epoch:16000 train_loss:0.0707981339321459 valid_loss:1.2541449069976807 dis:16.555622100830078
epoch:17000 train_loss:0.07077459969341672 valid_loss:1.2832218408584595 dis:12.970242500305176
epoch:18000 train_loss:0.07072215482781083 valid_loss:1.2748479843139648 dis:22.089313507080078
epoch:19000 train_loss:0.07064916556494771 valid_loss:1.2867125272750854 dis:33.28342819213867
epoch:20000 train_loss:0.07057656597482943 valid_loss:1.3476115465164185 dis:36.95943069458008
