epoch:0 loss:0.30132955883615664 dis:0.009834257885813713
epoch:10 loss:0.29142431709387556 dis:0.020603736862540245
epoch:20 loss:0.28697486892685237 dis:0.007893559522926807
epoch:30 loss:0.2860141547174912 dis:0.006032564677298069
epoch:40 loss:0.28521776189096887 dis:0.004837712738662958
epoch:50 loss:0.28451062625757223 dis:0.005139776039868593
epoch:60 loss:0.28382904338189335 dis:0.005218723323196173
epoch:70 loss:0.2831213339721939 dis:0.005802775267511606
epoch:80 loss:0.2823681459722233 dis:0.006290013436228037
epoch:90 loss:0.28158254302277924 dis:0.006761075928807259
epoch:100 loss:0.2807366003327392 dis:0.007333177607506514
epoch:110 loss:0.27983545513628555 dis:0.007865605875849724
epoch:120 loss:0.2788659486049796 dis:0.008575152605772018
epoch:130 loss:0.2778082973218122 dis:0.008835548534989357
epoch:140 loss:0.2766911390671454 dis:0.009470523335039616
epoch:150 loss:0.2754810806950685 dis:0.01011324767023325
epoch:160 loss:0.2741599620392556 dis:0.010888248682022095
epoch:170 loss:0.2727391999429005 dis:0.011523700319230556
epoch:180 loss:0.2712017207095323 dis:0.012515299022197723
epoch:190 loss:0.2695351890607841 dis:0.013122249394655228
epoch:200 loss:0.2677445416263664 dis:0.013946466147899628
epoch:210 loss:0.2658198847826811 dis:0.015180598013103008
epoch:220 loss:0.2637667026248059 dis:0.015924036502838135
epoch:230 loss:0.26156479306964836 dis:0.01663990318775177
epoch:240 loss:0.25926369381478886 dis:0.017301451414823532
epoch:250 loss:0.25684743935246324 dis:0.018154874444007874
epoch:260 loss:0.25434677349355284 dis:0.018133321776986122
epoch:270 loss:0.2518187763514134 dis:0.01828937977552414
epoch:280 loss:0.24927666448608043 dis:0.018226344138383865
epoch:290 loss:0.24677032986067982 dis:0.01787283457815647
epoch:300 loss:0.244347172150271 dis:0.01748022437095642
epoch:310 loss:0.2420137535873526 dis:0.01647401787340641
epoch:320 loss:0.23982620454660877 dis:0.015287572517991066
epoch:330 loss:0.23777491287518226 dis:0.01401248574256897
epoch:340 loss:0.23590804825679906 dis:0.01262589730322361
epoch:350 loss:0.23416488288870846 dis:0.011385347694158554
epoch:360 loss:0.23255743353065625 dis:0.01010286808013916
epoch:370 loss:0.23105463622891526 dis:0.009128102101385593
epoch:380 loss:0.22962685549956635 dis:0.008288188837468624
epoch:390 loss:0.22826864475381195 dis:0.00758680934086442
epoch:400 loss:0.2269440184586544 dis:0.007101635914295912
epoch:410 loss:0.22562302453822083 dis:0.006745869759470224
epoch:420 loss:0.22433633379508486 dis:0.006551502272486687
epoch:430 loss:0.22306080088258212 dis:0.006420227698981762
epoch:440 loss:0.22178631373431507 dis:0.006365484558045864
epoch:450 loss:0.22050572741513513 dis:0.006342627108097076
epoch:460 loss:0.2192499204404941 dis:0.0064163049682974815
epoch:470 loss:0.21795707281684407 dis:0.006475405301898718
epoch:480 loss:0.2166865128053723 dis:0.006586500443518162
epoch:490 loss:0.21541068960828172 dis:0.006688196677714586
epoch:500 loss:0.21411073656337534 dis:0.006835655774921179
epoch:510 loss:0.21282036523106587 dis:0.007007088512182236
epoch:520 loss:0.21150003587325675 dis:0.007225632201880217
epoch:530 loss:0.21018345596456708 dis:0.007433702703565359
epoch:540 loss:0.20884802639624403 dis:0.007679636590182781
epoch:550 loss:0.20750216243088215 dis:0.007987787015736103
epoch:560 loss:0.2061333619110957 dis:0.008293600752949715
epoch:570 loss:0.20474992557263447 dis:0.008669763803482056
epoch:580 loss:0.2033432008610708 dis:0.009098917245864868
epoch:590 loss:0.20193014475309135 dis:0.009495952166616917
epoch:600 loss:0.2004793617579649 dis:0.009976668283343315
epoch:610 loss:0.19901631860102273 dis:0.010503528639674187
epoch:620 loss:0.1975008911855123 dis:0.011158093810081482
epoch:630 loss:0.1959686320880431 dis:0.011827909387648106
epoch:640 loss:0.1943834237208327 dis:0.012599733658134937
epoch:650 loss:0.19274155334724583 dis:0.013443080708384514
epoch:660 loss:0.19106678150921527 dis:0.01444124337285757
epoch:670 loss:0.18935303157754796 dis:0.015378892421722412
epoch:680 loss:0.1875386198325039 dis:0.016629047691822052
epoch:690 loss:0.18567970941905948 dis:0.017581552267074585
epoch:700 loss:0.18377663249062776 dis:0.018584711477160454
epoch:710 loss:0.18177710297346128 dis:0.019617561250925064
epoch:720 loss:0.1797235805112366 dis:0.020668068900704384
epoch:730 loss:0.17760689324069415 dis:0.021435441449284554
epoch:740 loss:0.1754240008502551 dis:0.022146077826619148
epoch:750 loss:0.17316999038473443 dis:0.022692417725920677
epoch:760 loss:0.17086855490870217 dis:0.023100679740309715
epoch:770 loss:0.16853541886223758 dis:0.023518772795796394
epoch:780 loss:0.16619758731646428 dis:0.023443637415766716
epoch:790 loss:0.16384054678965795 dis:0.02340264432132244
epoch:800 loss:0.16147534924231804 dis:0.023128898814320564
epoch:810 loss:0.15913200834502694 dis:0.022850150242447853
epoch:820 loss:0.15677364936677807 dis:0.022344743832945824
epoch:830 loss:0.15450491943173766 dis:0.021839158609509468
epoch:840 loss:0.15222970655335194 dis:0.020998917520046234
epoch:850 loss:0.15007968440082206 dis:0.020205678418278694
epoch:860 loss:0.14797305554024182 dis:0.019367149099707603
epoch:870 loss:0.14590843146027804 dis:0.01857266202569008
epoch:880 loss:0.1439669521634372 dis:0.017512228339910507
epoch:890 loss:0.14210286031662342 dis:0.016863439232110977
epoch:900 loss:0.14029506549545592 dis:0.01604275032877922
epoch:910 loss:0.1385675965031306 dis:0.015228035859763622
epoch:920 loss:0.13692468392480348 dis:0.01451673824340105
epoch:930 loss:0.13534440961600844 dis:0.013931412249803543
epoch:940 loss:0.13382367570409964 dis:0.013299600221216679
epoch:950 loss:0.1323548946507206 dis:0.01273220032453537
epoch:960 loss:0.13096529673549984 dis:0.012223884463310242
epoch:970 loss:0.1296196975759271 dis:0.011725208722054958
epoch:980 loss:0.12831609187740436 dis:0.011262827552855015
epoch:990 loss:0.12707709348581936 dis:0.01082050334662199
epoch:1000 loss:0.12590378869757185 dis:0.01038449164479971
epoch:1010 loss:0.12472701439087172 dis:0.009922199882566929
epoch:1020 loss:0.12364785703991725 dis:0.009517578408122063
epoch:1030 loss:0.12258889860894928 dis:0.009086317382752895
epoch:1040 loss:0.1215971703659811 dis:0.008700117468833923
epoch:1050 loss:0.12065380687606406 dis:0.008287607692182064
epoch:1060 loss:0.11971986776804457 dis:0.007872307673096657
epoch:1070 loss:0.11886043902999437 dis:0.007489273324608803
epoch:1080 loss:0.11805196441848158 dis:0.007078137248754501
epoch:1090 loss:0.11727958081513908 dis:0.0067314584739506245
epoch:1100 loss:0.11655629555703723 dis:0.006377756129950285
epoch:1110 loss:0.11587446452117901 dis:0.006010699551552534
epoch:1120 loss:0.11519810542216406 dis:0.005699910223484039
epoch:1130 loss:0.1145971223994478 dis:0.005330653861165047
epoch:1140 loss:0.11401968782878058 dis:0.005020573735237122
epoch:1150 loss:0.11348496404329772 dis:0.0047281957231462
epoch:1160 loss:0.11298852539695534 dis:0.004471383523195982
epoch:1170 loss:0.11250597702811459 dis:0.004164166748523712
epoch:1180 loss:0.11206677155669671 dis:0.0039335922338068485
epoch:1190 loss:0.11163745536602555 dis:0.0036513886880129576
epoch:1200 loss:0.11124736382945427 dis:0.0034450432285666466
epoch:1210 loss:0.11088669412748166 dis:0.0032046351116150618
epoch:1220 loss:0.11055875417823528 dis:0.003003987716510892
epoch:1230 loss:0.1102517909141866 dis:0.0028062385972589254
epoch:1240 loss:0.10995322042864655 dis:0.0026228479109704494
epoch:1250 loss:0.1096760064947554 dis:0.002462240867316723
epoch:1260 loss:0.10939421655234711 dis:0.0022987776901572943
epoch:1270 loss:0.10918459753279515 dis:0.002151941414922476
epoch:1280 loss:0.10896854576226259 dis:0.00203368766233325
epoch:1290 loss:0.10875741696962302 dis:0.0019070454873144627
epoch:1300 loss:0.10855702664331775 dis:0.0017910696333274245
epoch:1310 loss:0.10836876213844346 dis:0.0016852455446496606
epoch:1320 loss:0.10819438682141985 dis:0.001585842575877905
epoch:1330 loss:0.10803023945333284 dis:0.0014920630492269993
epoch:1340 loss:0.10789647598201658 dis:0.001415650942362845
epoch:1350 loss:0.1077329034269106 dis:0.0013470080448314548
epoch:1360 loss:0.10759438621051477 dis:0.0012831143103539944
epoch:1370 loss:0.10747843467150484 dis:0.0012155642034485936
epoch:1380 loss:0.10735389986319059 dis:0.0011628499487414956
epoch:1390 loss:0.1072302843709078 dis:0.001118023181334138
epoch:1400 loss:0.10713254805906189 dis:0.0010824411874637008
epoch:1410 loss:0.10701090051902486 dis:0.001035975175909698
epoch:1420 loss:0.10692379527727752 dis:0.0010056983446702361
epoch:1430 loss:0.10681852917175474 dis:0.0009777217637747526
epoch:1440 loss:0.10671700791742474 dis:0.0009604095830582082
epoch:1450 loss:0.10663064955421624 dis:0.0009334883070550859
epoch:1460 loss:0.10653593423000048 dis:0.0009073170949704945
epoch:1470 loss:0.10646626502491324 dis:0.0008926999289542437
epoch:1480 loss:0.10637202933754787 dis:0.0009110921528190374
epoch:1490 loss:0.10629765304455634 dis:0.0008808530401438475
epoch:1500 loss:0.10620934904341024 dis:0.0008754331502132118
epoch:1510 loss:0.10612040989545542 dis:0.0008688387461006641
epoch:1520 loss:0.10605228554831546 dis:0.0008633672841824591
epoch:1530 loss:0.1059799037804543 dis:0.0008629665826447308
epoch:1540 loss:0.10588698554936829 dis:0.0008615939877927303
epoch:1550 loss:0.10580240560703308 dis:0.0008551629725843668
epoch:1560 loss:0.10574187130382261 dis:0.0008598121348768473
epoch:1570 loss:0.10565719282484982 dis:0.0008598194108344615
epoch:1580 loss:0.10559159647926436 dis:0.0008626787457615137
epoch:1590 loss:0.10551385886201156 dis:0.0008628557552583516
epoch:1600 loss:0.10541802528728408 dis:0.0008608968346379697
epoch:1610 loss:0.10537990165574321 dis:0.0008647281210869551
epoch:1620 loss:0.10528087660456337 dis:0.0008688143570907414
epoch:1630 loss:0.10521767454019745 dis:0.0008779832278378308
epoch:1640 loss:0.10513964273892754 dis:0.0008796599577181041
epoch:1650 loss:0.10506717738303864 dis:0.0008881482062861323
epoch:1660 loss:0.10499881317966568 dis:0.0008921613916754723
epoch:1670 loss:0.10493085709142176 dis:0.0009059098083525896
epoch:1680 loss:0.10482434484745386 dis:0.0009033059468492866
epoch:1690 loss:0.10477795696146656 dis:0.0009158547618426383
epoch:1700 loss:0.10470165665830407 dis:0.0009229087736457586
epoch:1710 loss:0.10463407722670937 dis:0.0009308003936894238
epoch:1720 loss:0.10455206465650493 dis:0.0009398206020705402
epoch:1730 loss:0.10447393240071674 dis:0.0009592617279849946
epoch:1740 loss:0.10439765968309903 dis:0.0009653989691287279
epoch:1750 loss:0.10432371033604516 dis:0.0009733213810250163
epoch:1760 loss:0.10424653706585163 dis:0.0009902181336656213
epoch:1770 loss:0.10416664232810054 dis:0.0010038710897788405
epoch:1780 loss:0.10409144626153614 dis:0.0010167607106268406
epoch:1790 loss:0.1040148303961548 dis:0.0010420636972412467
epoch:1800 loss:0.10393333727333665 dis:0.0010459081968292594
epoch:1810 loss:0.10385311639682596 dis:0.0010699765989556909
epoch:1820 loss:0.10377591175787568 dis:0.0010796356946229935
epoch:1830 loss:0.10371035128497813 dis:0.0010965365217998624
epoch:1840 loss:0.10361819763456286 dis:0.0011184755712747574
epoch:1850 loss:0.1035506216306484 dis:0.0011366520775482059
