Epoch:0,Train_loss:0.7127431829770406,Train_acc:0.561875,Dis:22.357038497924805
Epoch:1,Train_loss:0.6784551839033762,Train_acc:0.554375,Dis:0.29853948950767517
Epoch:2,Train_loss:0.6415187418460846,Train_acc:0.5525,Dis:0.2752749025821686
Epoch:3,Train_loss:0.6198383768399557,Train_acc:0.59625,Dis:0.26318591833114624
Epoch:4,Train_loss:0.5914143174886703,Train_acc:0.5975,Dis:0.2891273498535156
Epoch:5,Train_loss:0.5565235962470373,Train_acc:0.653125,Dis:0.36017554998397827
Epoch:6,Train_loss:0.5233207941055298,Train_acc:0.6825,Dis:0.4604436755180359
Epoch:7,Train_loss:0.4721568822860718,Train_acc:0.749375,Dis:0.5433310270309448
Epoch:8,Train_loss:0.4301471710205078,Train_acc:0.768125,Dis:0.5620394349098206
Epoch:9,Train_loss:0.37912046412626904,Train_acc:0.806875,Dis:0.5752332210540771
Epoch:10,Train_loss:0.33722105622291565,Train_acc:0.82875,Dis:0.5783013701438904
Epoch:11,Train_loss:0.29456492016712826,Train_acc:0.855625,Dis:0.5527862310409546
Epoch:12,Train_loss:0.26177262018124264,Train_acc:0.86875,Dis:0.5394982695579529
Epoch:13,Train_loss:0.23785488804181418,Train_acc:0.89375,Dis:0.5033102631568909
Epoch:14,Train_loss:0.2158938522140185,Train_acc:0.910625,Dis:0.43735235929489136
Epoch:15,Train_loss:0.18688641488552094,Train_acc:0.92875,Dis:0.38176947832107544
Epoch:16,Train_loss:0.17685402929782867,Train_acc:0.934375,Dis:0.336141437292099
Epoch:17,Train_loss:0.15471015001336733,Train_acc:0.94375,Dis:0.28093549609184265
Epoch:18,Train_loss:0.15322749316692352,Train_acc:0.950625,Dis:0.23326276242733002
Epoch:19,Train_loss:0.1391266038020452,Train_acc:0.95125,Dis:0.19553370773792267
Epoch:20,Train_loss:0.13718160862723985,Train_acc:0.9625,Dis:0.17222756147384644
Epoch:21,Train_loss:0.12303085500995319,Train_acc:0.965,Dis:0.14724598824977875
Epoch:22,Train_loss:0.11439927419026692,Train_acc:0.97,Dis:0.13115224242210388
Epoch:23,Train_loss:0.10461247215668361,Train_acc:0.970625,Dis:0.11717218160629272
Epoch:24,Train_loss:0.0974107359846433,Train_acc:0.97875,Dis:0.10659302026033401
Epoch:25,Train_loss:0.0998045839369297,Train_acc:0.980625,Dis:0.09642060101032257
Epoch:26,Train_loss:0.09105425576368968,Train_acc:0.9825,Dis:0.09457606822252274
Epoch:27,Train_loss:0.0892459787428379,Train_acc:0.981875,Dis:0.0821424126625061
Epoch:28,Train_loss:0.08540652381877105,Train_acc:0.985,Dis:0.09028960764408112
Epoch:29,Train_loss:0.07837255299091339,Train_acc:0.98375,Dis:0.07634561508893967
Epoch:30,Train_loss:0.07218365371227264,Train_acc:0.990625,Dis:0.06205802038311958
Epoch:31,Train_loss:0.07219824008643627,Train_acc:0.985,Dis:0.05943935364484787
Epoch:32,Train_loss:0.07017930534978707,Train_acc:0.990625,Dis:0.05312471464276314
Epoch:33,Train_loss:0.06525176453093688,Train_acc:0.99125,Dis:0.04798617586493492
Epoch:34,Train_loss:0.06539548405756553,Train_acc:0.994375,Dis:0.04380263388156891
Epoch:35,Train_loss:0.06111013889312744,Train_acc:0.99125,Dis:0.03847845643758774
Epoch:36,Train_loss:0.057823331405719124,Train_acc:0.994375,Dis:0.046832744032144547
Epoch:37,Train_loss:0.05630614856878916,Train_acc:0.993125,Dis:0.037694111466407776
Epoch:38,Train_loss:0.056811144575476646,Train_acc:0.991875,Dis:0.033341728150844574
Epoch:39,Train_loss:0.05536997690796852,Train_acc:0.993125,Dis:0.046622440218925476
Epoch:40,Train_loss:0.05430910301705202,Train_acc:0.9925,Dis:0.03234478831291199
best_acc:0.994375 average_time:1.8096649821211652test_loss:0.06726501385370891, test_acc:0.9975
