Epoch:0,Train_loss:0.7154925167560577,Train_acc:0.555,Dis:22.422073364257812
Epoch:1,Train_loss:0.6797258953253428,Train_acc:0.549375,Dis:0.2963981628417969
Epoch:2,Train_loss:0.6472136874993643,Train_acc:0.576875,Dis:0.24730034172534943
Epoch:3,Train_loss:0.6244515776634216,Train_acc:0.5725,Dis:0.25819075107574463
Epoch:4,Train_loss:0.5976816018422445,Train_acc:0.6,Dis:0.27673670649528503
Epoch:5,Train_loss:0.5652658889691035,Train_acc:0.61875,Dis:0.35692355036735535
Epoch:6,Train_loss:0.5223037848869959,Train_acc:0.664375,Dis:0.46543046832084656
Epoch:7,Train_loss:0.48137223223845166,Train_acc:0.725,Dis:0.551422119140625
Epoch:8,Train_loss:0.43992143869400024,Train_acc:0.784375,Dis:0.5597100257873535
Epoch:9,Train_loss:0.3895161747932434,Train_acc:0.8175,Dis:0.5671039819717407
Epoch:10,Train_loss:0.34049850205580395,Train_acc:0.838125,Dis:0.5605870485305786
Epoch:11,Train_loss:0.3049682726462682,Train_acc:0.86875,Dis:0.5529966354370117
Epoch:12,Train_loss:0.2761113817493121,Train_acc:0.871875,Dis:0.5290734171867371
Epoch:13,Train_loss:0.24213139961163202,Train_acc:0.896875,Dis:0.47368568181991577
Epoch:14,Train_loss:0.2112582971652349,Train_acc:0.928125,Dis:0.4219866991043091
Epoch:15,Train_loss:0.19990007827679315,Train_acc:0.9375,Dis:0.37635350227355957
Epoch:16,Train_loss:0.17426814635594687,Train_acc:0.93,Dis:0.3209841549396515
Epoch:17,Train_loss:0.15953774998585382,Train_acc:0.94125,Dis:0.2639566957950592
Epoch:18,Train_loss:0.1464125836888949,Train_acc:0.943125,Dis:0.22147831320762634
Epoch:19,Train_loss:0.1389238399763902,Train_acc:0.95375,Dis:0.19830827414989471
Epoch:20,Train_loss:0.1328397368391355,Train_acc:0.96125,Dis:0.17169824242591858
Epoch:21,Train_loss:0.11993489041924477,Train_acc:0.965,Dis:0.15215657651424408
Epoch:22,Train_loss:0.11148371547460556,Train_acc:0.9675,Dis:0.12988829612731934
Epoch:23,Train_loss:0.10855841760834058,Train_acc:0.96875,Dis:0.11264035105705261
Epoch:24,Train_loss:0.10396187255779903,Train_acc:0.970625,Dis:0.09889703243970871
Epoch:25,Train_loss:0.09873668601115544,Train_acc:0.975,Dis:0.08884408324956894
Epoch:26,Train_loss:0.08983684765795867,Train_acc:0.97375,Dis:0.08420930802822113
Epoch:27,Train_loss:0.08544504394133885,Train_acc:0.980625,Dis:0.07430414110422134
Epoch:28,Train_loss:0.08136972598731518,Train_acc:0.985,Dis:0.0725909098982811
Epoch:29,Train_loss:0.08156387321650982,Train_acc:0.983125,Dis:0.08808080852031708
Epoch:30,Train_loss:0.07913307348887126,Train_acc:0.986875,Dis:0.07170866429805756
Epoch:31,Train_loss:0.07442215147117774,Train_acc:0.984375,Dis:0.05486948788166046
Epoch:32,Train_loss:0.07306472584605217,Train_acc:0.989375,Dis:0.044143687933683395
Epoch:33,Train_loss:0.06854090156654517,Train_acc:0.99,Dis:0.05171884968876839
Epoch:34,Train_loss:0.06331046298146248,Train_acc:0.99,Dis:0.04019150882959366
Epoch:35,Train_loss:0.05997409609456857,Train_acc:0.990625,Dis:0.039542682468891144
Epoch:36,Train_loss:0.06327531114220619,Train_acc:0.991875,Dis:0.03435318544507027
Epoch:37,Train_loss:0.059236995254953705,Train_acc:0.995,Dis:0.03055351786315441
Epoch:38,Train_loss:0.05714241601526737,Train_acc:0.9925,Dis:0.02668977901339531
Epoch:39,Train_loss:0.05754947165648142,Train_acc:0.993125,Dis:0.02647256664931774
Epoch:40,Train_loss:0.052102383536597095,Train_acc:0.995,Dis:0.024487357586622238
Epoch:41,Train_loss:0.05481944295267264,Train_acc:0.993125,Dis:0.02196110039949417
Epoch:42,Train_loss:0.05021099063257376,Train_acc:0.993125,Dis:0.023076122626662254
Epoch:43,Train_loss:0.04894068340460459,Train_acc:0.991875,Dis:0.02178041823208332
best_acc:0.995 average_time:8.726835505528884test_loss:0.046375966630876064, test_acc:0.9975
