epoch:0 train_loss:0.40010661775526296 valid_loss:17.565895080566406 dis:0.06049347668886185
epoch:100 train_loss:0.26770158689931284 valid_loss:14.370536804199219 dis:4.59152889251709
epoch:200 train_loss:0.25250691904842504 valid_loss:13.359710693359375 dis:3.99126935005188
epoch:300 train_loss:0.20691248348152824 valid_loss:10.674393653869629 dis:28.270099639892578
epoch:400 train_loss:0.14402222564824757 valid_loss:7.0393242835998535 dis:18.78181266784668
epoch:500 train_loss:0.11864418033099207 valid_loss:5.505742073059082 dis:8.628132820129395
epoch:600 train_loss:0.10840606662606075 valid_loss:4.799819469451904 dis:6.625610828399658
epoch:700 train_loss:0.10104493163755714 valid_loss:4.225378513336182 dis:6.982687950134277
epoch:800 train_loss:0.0949385522391073 valid_loss:3.7017951011657715 dis:6.9286088943481445
epoch:900 train_loss:0.0909729106279871 valid_loss:3.3277366161346436 dis:4.0833048820495605
epoch:1000 train_loss:0.08859118369588789 valid_loss:3.0925748348236084 dis:1.574792742729187
epoch:1100 train_loss:0.08703138704991123 valid_loss:2.935727596282959 dis:0.9475820064544678
epoch:1200 train_loss:0.08596476209148413 valid_loss:2.8270175457000732 dis:0.7452858090400696
epoch:1300 train_loss:0.08523264824195935 valid_loss:2.7550182342529297 dis:0.5080900192260742
epoch:1400 train_loss:0.08612325219535295 valid_loss:2.88679575920105 dis:0.44895654916763306
epoch:1500 train_loss:0.08415910652888808 valid_loss:2.637765407562256 dis:0.6140526533126831
epoch:1600 train_loss:0.08359267410138546 valid_loss:2.575167655944824 dis:0.9703096747398376
epoch:1700 train_loss:0.0827162052299207 valid_loss:2.4943645000457764 dis:1.2419003248214722
epoch:1800 train_loss:0.08199429247163688 valid_loss:2.424320697784424 dis:1.3268814086914062
epoch:1900 train_loss:0.08068398940728791 valid_loss:2.301081657409668 dis:1.123501181602478
epoch:2000 train_loss:0.07959616817317636 valid_loss:2.199756383895874 dis:1.0158988237380981
epoch:2100 train_loss:0.07865055752400944 valid_loss:2.1101977825164795 dis:0.6415935158729553
epoch:2200 train_loss:0.07775094967404705 valid_loss:2.024921178817749 dis:0.4984823167324066
epoch:2300 train_loss:0.0769170478059336 valid_loss:1.9441431760787964 dis:0.40562450885772705
epoch:2400 train_loss:0.0763495860340182 valid_loss:1.8901830911636353 dis:0.23202845454216003
epoch:2500 train_loss:0.07580654862482099 valid_loss:1.8360222578048706 dis:0.1618664264678955
epoch:2600 train_loss:0.07531651723602349 valid_loss:1.7871249914169312 dis:0.13367776572704315
epoch:2700 train_loss:0.07499465550811386 valid_loss:1.7982802391052246 dis:0.10833460092544556
epoch:2800 train_loss:0.0746407776051032 valid_loss:1.7212331295013428 dis:0.06070614978671074
epoch:2900 train_loss:0.07433815811977858 valid_loss:1.690390944480896 dis:0.05472924932837486
epoch:3000 train_loss:0.07405550470996902 valid_loss:1.6616604328155518 dis:0.05068344622850418
