epoch:0 train_loss:0.6038667219285918 valid_loss:18.42476463317871 dis:0.06049899011850357
epoch:100 train_loss:0.2780913364739906 valid_loss:14.410897254943848 dis:3.422459840774536
epoch:200 train_loss:0.25549519078325234 valid_loss:13.38398551940918 dis:2.8781745433807373
epoch:300 train_loss:0.2406909914063141 valid_loss:12.618415832519531 dis:2.3612191677093506
epoch:400 train_loss:0.22106508096089375 valid_loss:11.549674987792969 dis:3.6187164783477783
epoch:500 train_loss:0.19042322196743855 valid_loss:9.794262886047363 dis:8.816753387451172
epoch:600 train_loss:0.1568304070415668 valid_loss:7.751663684844971 dis:11.199353218078613
epoch:700 train_loss:0.13481628460937048 valid_loss:6.289006233215332 dis:9.605622291564941
epoch:800 train_loss:0.12174552816960393 valid_loss:5.356838226318359 dis:5.958641052246094
epoch:900 train_loss:0.11354379402217955 valid_loss:4.780339241027832 dis:4.612574577331543
epoch:1000 train_loss:0.1075898114881518 valid_loss:4.356319904327393 dis:3.6819448471069336
epoch:1100 train_loss:0.1026074953152481 valid_loss:4.003896236419678 dis:3.783437728881836
epoch:1200 train_loss:0.09950955849980321 valid_loss:3.779574155807495 dis:1.4928417205810547
epoch:1300 train_loss:0.09729873541778872 valid_loss:3.6165809631347656 dis:0.9051194787025452
epoch:1400 train_loss:0.09562514495215306 valid_loss:3.492048978805542 dis:0.6809174418449402
epoch:1500 train_loss:0.09426564229544253 valid_loss:3.391355037689209 dis:0.6932793855667114
epoch:1600 train_loss:0.09302232384777975 valid_loss:3.299199342727661 dis:0.9814344644546509
epoch:1700 train_loss:0.0917319819184206 valid_loss:3.2020952701568604 dis:1.4426119327545166
epoch:1800 train_loss:0.0904480884525036 valid_loss:3.1038527488708496 dis:1.5399080514907837
epoch:1900 train_loss:0.08933285911803979 valid_loss:3.017206907272339 dis:1.2466955184936523
epoch:2000 train_loss:0.08843889360879965 valid_loss:2.9466683864593506 dis:0.9193524122238159
epoch:2100 train_loss:0.0877393029163106 valid_loss:2.8905272483825684 dis:0.6774162650108337
epoch:2200 train_loss:0.08726096840082517 valid_loss:2.833070993423462 dis:0.4042665958404541
epoch:2300 train_loss:0.08692307371937792 valid_loss:2.8008005619049072 dis:0.22348998486995697
epoch:2400 train_loss:0.08656878413274824 valid_loss:2.796746253967285 dis:0.1498776227235794
epoch:2500 train_loss:0.08633454404674164 valid_loss:2.7755093574523926 dis:0.12598121166229248
epoch:2600 train_loss:0.08615228515014177 valid_loss:2.7569527626037598 dis:0.10907034575939178
epoch:2700 train_loss:0.08597878526468691 valid_loss:2.748687982559204 dis:0.10322856158018112
epoch:2800 train_loss:0.08864420908744687 valid_loss:2.7298402786254883 dis:0.1277376413345337
epoch:2900 train_loss:0.08567429735365466 valid_loss:2.7242588996887207 dis:0.13805654644966125
epoch:3000 train_loss:0.08551535090871804 valid_loss:2.7091188430786133 dis:0.18492574989795685
epoch:3100 train_loss:0.0853316806577333 valid_loss:2.6932425498962402 dis:0.2633802592754364
