Epoch:0,Train_loss:0.808398425579071,Train_acc:0.495,Dis:1.4753390550613403
Epoch:1,Train_loss:0.8049362699190775,Train_acc:0.5425,Dis:0.0049455310218036175
Epoch:2,Train_loss:0.8040137390295664,Train_acc:0.58625,Dis:0.003927533980458975
Epoch:3,Train_loss:0.8011452257633209,Train_acc:0.66125,Dis:0.004008677322417498
Epoch:4,Train_loss:0.7995168765385946,Train_acc:0.66375,Dis:0.004247687291353941
Epoch:5,Train_loss:0.7975153823693594,Train_acc:0.595625,Dis:0.004514007829129696
Epoch:6,Train_loss:0.7947204411029816,Train_acc:0.59125,Dis:0.00483419606462121
Epoch:7,Train_loss:0.7926071882247925,Train_acc:0.63125,Dis:0.0051272292621433735
Epoch:8,Train_loss:0.7899964054425558,Train_acc:0.644375,Dis:0.005312635563313961
Epoch:9,Train_loss:0.7873124579588572,Train_acc:0.64125,Dis:0.005651111714541912
Epoch:10,Train_loss:0.7843633890151978,Train_acc:0.629375,Dis:0.006317349150776863
Epoch:11,Train_loss:0.7811330556869507,Train_acc:0.61125,Dis:0.006549742538481951
Epoch:12,Train_loss:0.7767301599184672,Train_acc:0.600625,Dis:0.006246168166399002
Epoch:13,Train_loss:0.7729920148849487,Train_acc:0.58875,Dis:0.0071222418919205666
Epoch:14,Train_loss:0.770846943060557,Train_acc:0.579375,Dis:0.007205583620816469
Epoch:15,Train_loss:0.7649622857570648,Train_acc:0.578125,Dis:0.007483945693820715
Epoch:16,Train_loss:0.7607933580875397,Train_acc:0.564375,Dis:0.007099867798388004
Epoch:17,Train_loss:0.7541484038035074,Train_acc:0.5625,Dis:0.006876303814351559
Epoch:18,Train_loss:0.7513056000073751,Train_acc:0.549375,Dis:0.00737191503867507
Epoch:19,Train_loss:0.7428604463736216,Train_acc:0.530625,Dis:0.006892073433846235
Epoch:20,Train_loss:0.7387430767218272,Train_acc:0.535,Dis:0.0071135577745735645
Epoch:21,Train_loss:0.7322028080622355,Train_acc:0.535625,Dis:0.007152176927775145
Epoch:22,Train_loss:0.731114665667216,Train_acc:0.5275,Dis:0.00794445350766182
Epoch:23,Train_loss:0.7266378899415334,Train_acc:0.553125,Dis:0.008437732234597206
Epoch:24,Train_loss:0.7197539309660593,Train_acc:0.5575,Dis:0.008056249469518661
Epoch:25,Train_loss:0.715868204832077,Train_acc:0.56125,Dis:0.008142216131091118
Epoch:26,Train_loss:0.7070248027642568,Train_acc:0.555,Dis:0.009516979567706585
Epoch:27,Train_loss:0.7030540108680725,Train_acc:0.556875,Dis:0.008842866867780685
Epoch:28,Train_loss:0.693475474913915,Train_acc:0.553125,Dis:0.009269274771213531
Epoch:29,Train_loss:0.6969252030054728,Train_acc:0.55375,Dis:0.009978937916457653
Epoch:30,Train_loss:0.6844613254070282,Train_acc:0.555625,Dis:0.010069560259580612
Epoch:31,Train_loss:0.6829050978024801,Train_acc:0.5625,Dis:0.009628363884985447
Epoch:32,Train_loss:0.6749463280042013,Train_acc:0.565,Dis:0.009298182092607021
Epoch:33,Train_loss:0.6708390812079111,Train_acc:0.565625,Dis:0.009408276528120041
Epoch:34,Train_loss:0.6634806493918101,Train_acc:0.57375,Dis:0.008706479333341122
Epoch:35,Train_loss:0.6644265949726105,Train_acc:0.579375,Dis:0.009220123291015625
Epoch:36,Train_loss:0.6512228349844614,Train_acc:0.574375,Dis:0.00878153182566166
Epoch:37,Train_loss:0.6467728316783905,Train_acc:0.569375,Dis:0.009217125363647938
Epoch:38,Train_loss:0.6392440398534139,Train_acc:0.583125,Dis:0.009784189984202385
Epoch:39,Train_loss:0.6242730667193731,Train_acc:0.58375,Dis:0.009655402973294258
Epoch:40,Train_loss:0.6292448143164316,Train_acc:0.589375,Dis:0.01003115251660347
Epoch:41,Train_loss:0.606350913643837,Train_acc:0.59625,Dis:0.010518626309931278
Epoch:42,Train_loss:0.6157803187767664,Train_acc:0.61125,Dis:0.010889013297855854
Epoch:43,Train_loss:0.6023436586062113,Train_acc:0.625625,Dis:0.011153927072882652
Epoch:44,Train_loss:0.6064914166927338,Train_acc:0.6275,Dis:0.010430914349853992
Epoch:45,Train_loss:0.5906292349100113,Train_acc:0.64375,Dis:0.009858139790594578
Epoch:46,Train_loss:0.5845833371082941,Train_acc:0.6575,Dis:0.009229432791471481
Epoch:47,Train_loss:0.5776727894941965,Train_acc:0.66625,Dis:0.00924905389547348
Epoch:48,Train_loss:0.5741466085116068,Train_acc:0.674375,Dis:0.008773332461714745
Epoch:49,Train_loss:0.5652311692635218,Train_acc:0.6825,Dis:0.008165151812136173
Epoch:50,Train_loss:0.5553251405556997,Train_acc:0.68875,Dis:0.007804298773407936
Epoch:51,Train_loss:0.5519657929738363,Train_acc:0.695625,Dis:0.007688284385949373
Epoch:52,Train_loss:0.5443384647369385,Train_acc:0.700625,Dis:0.007355809211730957
Epoch:53,Train_loss:0.5421720494826635,Train_acc:0.70875,Dis:0.007241727784276009
Epoch:54,Train_loss:0.5333505074183146,Train_acc:0.716875,Dis:0.007539171259850264
Epoch:55,Train_loss:0.5230709761381149,Train_acc:0.72625,Dis:0.00728986319154501
Epoch:56,Train_loss:0.5240602294603983,Train_acc:0.73125,Dis:0.007154895458370447
Epoch:57,Train_loss:0.5062815248966217,Train_acc:0.740625,Dis:0.007158115040510893
Epoch:58,Train_loss:0.5066694269577662,Train_acc:0.759375,Dis:0.006906747817993164
Epoch:59,Train_loss:0.5013478447993597,Train_acc:0.761875,Dis:0.006646301597356796
Epoch:60,Train_loss:0.49834316968917847,Train_acc:0.761875,Dis:0.0065440284088253975
Epoch:61,Train_loss:0.48479186991850537,Train_acc:0.77,Dis:0.006510653533041477
Epoch:62,Train_loss:0.47887686888376874,Train_acc:0.775625,Dis:0.006221477873623371
Epoch:63,Train_loss:0.4733278105656306,Train_acc:0.783125,Dis:0.006146585568785667
Epoch:64,Train_loss:0.47156508763631183,Train_acc:0.785625,Dis:0.006495630834251642
Epoch:65,Train_loss:0.46176711718241376,Train_acc:0.79375,Dis:0.009639598429203033
Epoch:66,Train_loss:0.45045724511146545,Train_acc:0.798125,Dis:0.010603082366287708
Epoch:67,Train_loss:0.43658704062302905,Train_acc:0.800625,Dis:0.011034749448299408
Epoch:68,Train_loss:0.4334969421227773,Train_acc:0.8025,Dis:0.012505020946264267
Epoch:69,Train_loss:0.42993992070357007,Train_acc:0.8,Dis:0.012209216132760048
Epoch:70,Train_loss:0.42016943792502087,Train_acc:0.80125,Dis:0.011798136867582798
Epoch:71,Train_loss:0.4127119829257329,Train_acc:0.804375,Dis:0.012780819088220596
Epoch:72,Train_loss:0.40286435683568317,Train_acc:0.811875,Dis:0.012994359247386456
Epoch:73,Train_loss:0.4028104444344838,Train_acc:0.81375,Dis:0.011834509670734406
