epoch:0 train_loss:0.36553302325301024 valid_loss:19.220840454101562 dis:0.06049516052007675
epoch:100 train_loss:0.2723553360593647 valid_loss:13.987896919250488 dis:8.128035545349121
epoch:200 train_loss:0.2521249200208969 valid_loss:12.934727668762207 dis:8.611296653747559
epoch:300 train_loss:0.20724943647779692 valid_loss:10.323365211486816 dis:15.886241912841797
epoch:400 train_loss:0.16186765666087066 valid_loss:7.552057266235352 dis:11.741487503051758
epoch:500 train_loss:0.1304008435655914 valid_loss:5.594656467437744 dis:15.29658031463623
epoch:600 train_loss:0.1187212904620392 valid_loss:4.851062297821045 dis:4.515376567840576
epoch:700 train_loss:0.11277153587653956 valid_loss:4.462154865264893 dis:2.2099368572235107
epoch:800 train_loss:0.10883069842514306 valid_loss:4.1921586990356445 dis:1.9776341915130615
epoch:900 train_loss:0.10506571036959066 valid_loss:3.934691905975342 dis:2.789133071899414
epoch:1000 train_loss:0.10070577445588223 valid_loss:3.6404385566711426 dis:3.4783053398132324
epoch:1100 train_loss:0.0969935245859607 valid_loss:3.4060158729553223 dis:3.081737518310547
epoch:1200 train_loss:0.09345643951164903 valid_loss:3.202873468399048 dis:2.0507700443267822
epoch:1300 train_loss:0.09105572901604285 valid_loss:3.0721893310546875 dis:1.5155680179595947
epoch:1400 train_loss:0.0894032543377846 valid_loss:3.0072505474090576 dis:1.0805206298828125
epoch:1500 train_loss:0.08832253191393577 valid_loss:2.93308687210083 dis:0.729211688041687
epoch:1600 train_loss:0.08738879945970474 valid_loss:2.92771053314209 dis:0.5137203931808472
epoch:1700 train_loss:0.08713393848649005 valid_loss:2.9156033992767334 dis:0.385343998670578
epoch:1800 train_loss:0.08625393825675702 valid_loss:2.8325610160827637 dis:0.3367918133735657
epoch:1900 train_loss:0.0858475176101081 valid_loss:2.7955639362335205 dis:0.3113217353820801
epoch:2000 train_loss:0.08539498924417684 valid_loss:2.776129722595215 dis:0.31205326318740845
epoch:2100 train_loss:0.08502017619692193 valid_loss:2.749559164047241 dis:0.33231672644615173
epoch:2200 train_loss:0.08469989289156786 valid_loss:2.7210652828216553 dis:0.3567526042461395
epoch:2300 train_loss:0.08437612839668342 valid_loss:2.6935997009277344 dis:0.395537793636322
epoch:2400 train_loss:0.08454070354808145 valid_loss:2.823131561279297 dis:0.44906216859817505
epoch:2500 train_loss:0.0837560950070144 valid_loss:2.6814074516296387 dis:0.48631465435028076
epoch:2600 train_loss:0.0831830978916183 valid_loss:2.610379695892334 dis:0.5075646042823792
epoch:2700 train_loss:0.08277947491585556 valid_loss:2.576275587081909 dis:0.5072142481803894
epoch:2800 train_loss:0.08251624411181117 valid_loss:2.535888910293579 dis:0.47682154178619385
epoch:2900 train_loss:0.08203730106742323 valid_loss:2.4948360919952393 dis:0.43108808994293213
epoch:3000 train_loss:0.08172345317486475 valid_loss:2.483844518661499 dis:0.38231709599494934
epoch:3100 train_loss:0.08132942586182729 valid_loss:2.4143049716949463 dis:0.3383775055408478
epoch:3200 train_loss:0.08107576613211995 valid_loss:2.3702402114868164 dis:0.27666038274765015
epoch:3300 train_loss:0.08066535133551403 valid_loss:2.334531307220459 dis:0.23499421775341034
epoch:3400 train_loss:0.08039288474540895 valid_loss:2.2950825691223145 dis:0.19023148715496063
epoch:3500 train_loss:0.08116971896064583 valid_loss:2.339235305786133 dis:0.15956318378448486
epoch:3600 train_loss:0.08075583181639777 valid_loss:2.3672895431518555 dis:0.12853732705116272
epoch:3700 train_loss:0.08015254389038264 valid_loss:2.2669317722320557 dis:0.1114427000284195
epoch:3800 train_loss:0.086957604506236 valid_loss:2.3840630054473877 dis:0.09456309676170349
epoch:3900 train_loss:0.07916881210417016 valid_loss:2.115811586380005 dis:0.07942680269479752
epoch:4000 train_loss:0.08020906675094257 valid_loss:2.2300379276275635 dis:0.07765757292509079
epoch:4100 train_loss:0.07884445319994218 valid_loss:2.1083569526672363 dis:0.0753115862607956
epoch:4200 train_loss:0.0786174690126301 valid_loss:2.040205478668213 dis:0.06309091299772263
epoch:4300 train_loss:0.08428424152776554 valid_loss:2.449464797973633 dis:0.06229552999138832
epoch:4400 train_loss:0.07819736824416698 valid_loss:1.972241997718811 dis:0.0535878948867321
epoch:4500 train_loss:0.0780273840931584 valid_loss:1.9644765853881836 dis:0.053250014781951904
epoch:4600 train_loss:0.07783202131838478 valid_loss:1.930680513381958 dis:0.05132824555039406
epoch:4700 train_loss:0.07764467462525572 valid_loss:1.901914119720459 dis:0.04985136538743973
epoch:4800 train_loss:0.07748945232205846 valid_loss:1.8791282176971436 dis:0.05227699503302574
epoch:4900 train_loss:0.07733210598831738 valid_loss:1.8540706634521484 dis:0.04732545092701912
epoch:5000 train_loss:0.07713533241894999 valid_loss:1.835668921470642 dis:0.05325440689921379
epoch:5100 train_loss:0.07718119951742777 valid_loss:1.8747117519378662 dis:0.05081700161099434
epoch:5200 train_loss:0.08115588328495686 valid_loss:2.3605923652648926 dis:0.056910306215286255
epoch:5300 train_loss:0.07658108502703118 valid_loss:1.7601348161697388 dis:0.05762585625052452
epoch:5400 train_loss:0.07638455922627722 valid_loss:1.7438950538635254 dis:0.06328952312469482
epoch:5500 train_loss:0.07618183596600282 valid_loss:1.7145349979400635 dis:0.06207778677344322
epoch:5600 train_loss:0.07601582914777828 valid_loss:1.692935585975647 dis:0.07241761684417725
epoch:5700 train_loss:0.07852325556575249 valid_loss:2.014204740524292 dis:0.08012241125106812
epoch:5800 train_loss:0.07554020064673497 valid_loss:1.64242684841156 dis:0.08826720714569092
epoch:5900 train_loss:0.0753383143690003 valid_loss:1.615339994430542 dis:0.09507445245981216
epoch:6000 train_loss:0.07509467896610376 valid_loss:1.5919010639190674 dis:0.10135606676340103
epoch:6100 train_loss:0.0749875300441767 valid_loss:1.5906072854995728 dis:0.11831925809383392
epoch:6200 train_loss:0.07459348576802158 valid_loss:1.5245980024337769 dis:0.13302819430828094
epoch:6300 train_loss:0.07436418087990164 valid_loss:1.4986590147018433 dis:0.14277411997318268
epoch:6400 train_loss:0.07408396189110192 valid_loss:1.4622418880462646 dis:0.16255420446395874
epoch:6500 train_loss:0.07401136548990891 valid_loss:1.4880481958389282 dis:0.17136600613594055
epoch:6600 train_loss:0.07362739988311347 valid_loss:1.4240529537200928 dis:0.18533137440681458
epoch:6700 train_loss:0.0733985344762806 valid_loss:1.4197516441345215 dis:0.19793646037578583
epoch:6800 train_loss:0.07301485384871224 valid_loss:1.3411411046981812 dis:0.18959465622901917
epoch:6900 train_loss:0.07423015557038225 valid_loss:1.4535568952560425 dis:0.20182639360427856
epoch:7000 train_loss:0.07256396672929279 valid_loss:1.2843255996704102 dis:0.19277049601078033
epoch:7100 train_loss:0.07224675202720786 valid_loss:1.2537399530410767 dis:0.196248397231102
