epoch:0 train_loss:0.40010661775526296 valid_loss:16.853511810302734 dis:2.858295202255249
epoch:100 train_loss:0.2696995002711189 valid_loss:14.740531921386719 dis:4.012773513793945
epoch:200 train_loss:0.25285448701753416 valid_loss:13.479400634765625 dis:4.67912483215332
epoch:300 train_loss:0.21992277074058883 valid_loss:11.681853294372559 dis:14.343717575073242
epoch:400 train_loss:0.1764323995854985 valid_loss:9.13187026977539 dis:11.86841106414795
epoch:500 train_loss:0.137928494718629 valid_loss:7.038261890411377 dis:9.358888626098633
epoch:600 train_loss:0.12155739408228547 valid_loss:6.199369430541992 dis:4.600345611572266
epoch:700 train_loss:0.11470317443723956 valid_loss:5.641358375549316 dis:0.9648051857948303
epoch:800 train_loss:0.1103302926689463 valid_loss:5.1955695152282715 dis:0.5940023064613342
epoch:900 train_loss:0.10729520872512961 valid_loss:4.886081218719482 dis:0.3982431888580322
epoch:1000 train_loss:0.10503753175822382 valid_loss:4.670560836791992 dis:0.32452163100242615
epoch:1100 train_loss:0.10326725926334762 valid_loss:4.505069732666016 dis:0.255480021238327
epoch:1200 train_loss:0.10183250318295899 valid_loss:4.372547149658203 dis:0.21999667584896088
epoch:1300 train_loss:0.10063227262189989 valid_loss:4.261043071746826 dis:0.19681687653064728
epoch:1400 train_loss:0.09960399874969789 valid_loss:4.171142578125 dis:0.18466722965240479
epoch:1500 train_loss:0.09870351957490191 valid_loss:4.093645095825195 dis:0.18212606012821198
epoch:1600 train_loss:0.09789876389519465 valid_loss:4.012112140655518 dis:0.19821102917194366
epoch:1700 train_loss:0.09707903985869971 valid_loss:3.929564952850342 dis:1.1247469186782837
epoch:1800 train_loss:0.09559721341208051 valid_loss:3.785024642944336 dis:5.919147968292236
epoch:1900 train_loss:0.09371274466161451 valid_loss:3.617518663406372 dis:4.751580715179443
epoch:2000 train_loss:0.09544149955757754 valid_loss:3.5841875076293945 dis:2.208340644836426
epoch:2100 train_loss:0.0912948791893576 valid_loss:3.3985400199890137 dis:0.8525611162185669
epoch:2200 train_loss:0.09058116374693743 valid_loss:3.3301942348480225 dis:0.494885116815567
epoch:2300 train_loss:0.09010047617926972 valid_loss:3.2821640968322754 dis:0.3186969459056854
epoch:2400 train_loss:0.09008084504817193 valid_loss:3.261802911758423 dis:0.1960134655237198
epoch:2500 train_loss:0.08928107724324924 valid_loss:3.2052364349365234 dis:0.1214473769068718
epoch:2600 train_loss:0.0890107567122013 valid_loss:3.175870180130005 dis:0.11661224067211151
epoch:2700 train_loss:0.08877055709967928 valid_loss:3.1498186588287354 dis:0.06421664357185364
epoch:2800 train_loss:0.0885676218539209 valid_loss:3.1297898292541504 dis:0.08362749963998795
epoch:2900 train_loss:0.08840084857324369 valid_loss:3.1130588054656982 dis:0.047734539955854416
epoch:3000 train_loss:0.0882185962613503 valid_loss:3.093681812286377 dis:0.09718437492847443
