epoch:0 train_loss:0.35505278846312943 valid_loss:19.41229248046875 dis:6.368143558502197
epoch:100 train_loss:0.2563549222370552 valid_loss:14.865705490112305 dis:4.5244317054748535
epoch:200 train_loss:0.24141112603506806 valid_loss:13.767566680908203 dis:5.284889221191406
epoch:300 train_loss:0.2085713556677034 valid_loss:11.772911071777344 dis:10.198043823242188
epoch:400 train_loss:0.16930024673984143 valid_loss:9.223362922668457 dis:6.720075607299805
epoch:500 train_loss:0.14361065792000038 valid_loss:7.358460903167725 dis:3.248363494873047
epoch:600 train_loss:0.1292394032054187 valid_loss:6.109299182891846 dis:3.1097633838653564
epoch:700 train_loss:0.12071829317827563 valid_loss:5.366547107696533 dis:1.8916677236557007
epoch:800 train_loss:0.11561393459313457 valid_loss:4.984675407409668 dis:1.0623773336410522
epoch:900 train_loss:0.11225894328058966 valid_loss:4.748120307922363 dis:0.719647228717804
epoch:1000 train_loss:0.1096356768125527 valid_loss:4.553468704223633 dis:0.7405612468719482
epoch:1100 train_loss:0.10733883856208287 valid_loss:4.357768535614014 dis:0.8329405188560486
epoch:1200 train_loss:0.10502825248337329 valid_loss:4.158511161804199 dis:0.9847765564918518
epoch:1300 train_loss:0.10263103266099971 valid_loss:3.9637534618377686 dis:1.081651210784912
epoch:1400 train_loss:0.10027380075749281 valid_loss:3.7928273677825928 dis:1.0345538854599
epoch:1500 train_loss:0.0987831235663894 valid_loss:3.710543155670166 dis:0.8174048066139221
epoch:1600 train_loss:0.09686552355161926 valid_loss:3.6148974895477295 dis:0.572791576385498
epoch:1700 train_loss:0.09576804528217654 valid_loss:3.5378077030181885 dis:0.46951568126678467
epoch:1800 train_loss:0.09450919981798565 valid_loss:3.451672315597534 dis:0.40727242827415466
epoch:1900 train_loss:0.09378472817449697 valid_loss:3.381361961364746 dis:0.4043184816837311
epoch:2000 train_loss:0.09631116547609925 valid_loss:3.3408937454223633 dis:0.42416951060295105
epoch:2100 train_loss:0.09186939661948246 valid_loss:3.206827402114868 dis:0.4129982590675354
epoch:2200 train_loss:0.09108820239918236 valid_loss:3.132066011428833 dis:0.4020062983036041
epoch:2300 train_loss:0.09033384579047457 valid_loss:3.097606897354126 dis:0.35778242349624634
epoch:2400 train_loss:0.08971671784882133 valid_loss:3.075528144836426 dis:0.2996809482574463
epoch:2500 train_loss:0.08920294350234607 valid_loss:3.036445379257202 dis:0.24536384642124176
epoch:2600 train_loss:0.08873053408600813 valid_loss:3.0130972862243652 dis:0.20228657126426697
epoch:2700 train_loss:0.08835189891423605 valid_loss:2.9829859733581543 dis:0.16984115540981293
epoch:2800 train_loss:0.08800776410937514 valid_loss:2.9379208087921143 dis:0.145734503865242
epoch:2900 train_loss:0.0876891183895828 valid_loss:2.917997360229492 dis:0.12693144381046295
epoch:3000 train_loss:0.0874048344560917 valid_loss:2.896770715713501 dis:0.11259210109710693
epoch:3100 train_loss:0.08714404912831744 valid_loss:2.871462106704712 dis:0.10140009969472885
epoch:3200 train_loss:0.08690167992498171 valid_loss:2.850186824798584 dis:0.0922892838716507
epoch:3300 train_loss:0.08666446561159932 valid_loss:2.819880723953247 dis:0.08457526564598083
