"PERIODNUM","PRODITEMID","PRODQTY","PRODVALUE","PRODINVENTDIMID","COSTRESTORETYPE","PRODUCTIONLINEID","PRODITEMGROUPID","PRODUNITVALUE","DATAAREAID","RECVERSION","PARTITION","RECID","MODIFIEDDATETIME","MODIFIEDBY","CREATEDDATETIME","CREATEDBY"
"202208","HW04N017","7","1699.76","MDM-000212","1","QZC_1#JBZ","C11","242.822857","qzc","907540232","5637144576","5637204949","28/8/2022 04:00:06","20121182","28/8/2022 04:00:06","20121182"
"202208","HW05N001","29","7039.16","MDM-000212","1","QZC_1#JBZ","C11","242.729655","qzc","907540232","5637144576","5637204950","28/8/2022 04:00:06","20121182","28/8/2022 04:00:06","20121182"
"202208","HW05N001","73","1265.6","MDM-000341","1","QZC_2#JBZ","C11","17.336986","qzc","907540232","5637144576","5637204951","28/8/2022 04:00:06","20121182","28/8/2022 04:00:06","20121182"
"202208","HW06N001","11","2669.87","MDM-000212","1","QZC_1#JBZ","C11","242.715454","qzc","907540232","5637144576","5637204952","28/8/2022 04:00:06","20121182","28/8/2022 04:00:06","20121182"
"202208","H06N001","0","12184.83","MDM-000212","3","QZC_1#JBZ","C02","0","qzc","1","5637144576","5637204953","28/8/2022 04:00:06","20121182","28/8/2022 04:00:06","20121182"
"202208","10.10.001","1452.85","23443.46","MDM-000071","1","QPA_1#搅拌站","Y10","16.136187","qpa","1742422023","5637144576","5637205705","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","10.10.001","536.75","5498.9","MDM-000071","1","QPA_2#搅拌站","Y10","10.244806","qpa","1742422023","5637144576","5637205706","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H02N001","60","14743.41","MDM-000341","1","QPA_2#搅拌站","C02","245.7235","qpa","1742422023","5637144576","5637205707","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H03N001","437","113409.32","MDM-000212","1","QPA_1#搅拌站","C02","259.517894","qpa","1742422023","5637144576","5637205708","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H03N001","481","122114.15","MDM-000341","1","QPA_2#搅拌站","C02","253.875571","qpa","1742422023","5637144576","5637205709","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H03N017","794","182072.53","MDM-000212","1","QPA_1#搅拌站","C02","229.310491","qpa","1742422023","5637144576","5637205710","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H04N001","121","31329.62","MDM-000212","1","QPA_1#搅拌站","C02","258.922479","qpa","1742422023","5637144576","5637205711","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H04N001","838","212041.75","MDM-000341","1","QPA_2#搅拌站","C02","253.033114","qpa","1742422023","5637144576","5637205712","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H04N017","217.5","51913.52","MDM-000212","1","QPA_1#搅拌站","C02","238.68285","qpa","1742422023","5637144576","5637205713","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H05N001","678.5","185178.77","MDM-000212","1","QPA_1#搅拌站","C02","272.923758","qpa","1742422023","5637144576","5637205714","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H05N001","773","206692.13","MDM-000341","1","QPA_2#搅拌站","C02","267.38956","qpa","1742422023","5637144576","5637205715","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H05N017","42","10241.24","MDM-000212","1","QPA_1#搅拌站","C02","243.839047","qpa","1742422023","5637144576","5637205716","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H05N076","205.5","55597","MDM-000341","1","QPA_2#搅拌站","C02","270.545012","qpa","1742422023","5637144576","5637205717","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H05N152","24","6577.43","MDM-000212","1","QPA_1#搅拌站","C02","274.059583","qpa","1742422023","5637144576","5637205718","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H06N001","266","77522.53","MDM-000212","1","QPA_1#搅拌站","C02","291.438082","qpa","1742422023","5637144576","5637205719","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H06N001","212","60493.57","MDM-000341","1","QPA_2#搅拌站","C02","285.347028","qpa","1742422023","5637144576","5637205720","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H06N076","622","182549.81","MDM-000212","1","QPA_1#搅拌站","C02","293.48844","qpa","1742422023","5637144576","5637205721","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H06N076","1376","395816.64","MDM-000341","1","QPA_2#搅拌站","C02","287.657441","qpa","1742422023","5637144576","5637205722","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H07N001","929","284771.49","MDM-000212","1","QPA_1#搅拌站","C02","306.535511","qpa","1742422023","5637144576","5637205723","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H07N001","91","27284.97","MDM-000341","1","QPA_2#搅拌站","C02","299.834835","qpa","1742422023","5637144576","5637205724","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H07N080","4","1189.38","MDM-000341","1","QPA_2#搅拌站","C02","297.345","qpa","1742422023","5637144576","5637205725","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H07N152","2","550.16","MDM-000341","1","QPA_2#搅拌站","C02","275.08","qpa","1742422023","5637144576","5637205726","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H07N410","6422","1951734.14","MDM-000212","1","QPA_1#搅拌站","C02","303.913755","qpa","1742422023","5637144576","5637205727","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H07N410","185","55088.05","MDM-000341","1","QPA_2#搅拌站","C02","297.773243","qpa","1742422023","5637144576","5637205728","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H07N412","2649","810993.53","MDM-000212","1","QPA_1#搅拌站","C02","306.150822","qpa","1742422023","5637144576","5637205729","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H07N412","639","191837.84","MDM-000341","1","QPA_2#搅拌站","C02","300.215712","qpa","1742422023","5637144576","5637205730","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","H09N071","34","11197.61","MDM-000212","1","QPA_1#搅拌站","C02","329.34147","qpa","1742422023","5637144576","5637205731","28/8/2022 06:02:43","20060513","28/8/2022 06:02:43","20060513"
"202208","10.01.001","123969.62","3160338.97","MDM-000233","1","A011","Y01","25.49285","qpl","1895133890","5637144576","5637207265","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","10.01.014","292288.84","4406064","MDM-000233","1","A001","Y01","15.074349","qpl","1895133890","5637144576","5637207266","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","10.02.006","1855.86","40126.18","MDM-000461","1","A002","Y02","21.621339","qpl","1895133890","5637144576","5637207267","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","20.02.003","2793800","449754.14","MDM-000071","1","1340","D02","0.160982","qpl","1895133890","5637144576","5637207268","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","G301","41411.54","866634.62","MDM-000501","1","A021","C09","20.92737","qpl","1895133890","5637144576","5637207269","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","G311","62739.68","1312979.03","MDM-000501","1","A021","C09","20.92741","qpl","1895133890","5637144576","5637207270","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","G321","36299.92","759662.75","MDM-000501","1","A021","C09","20.927394","qpl","1895133890","5637144576","5637207271","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","G332","21552.92","452425.15","MDM-000501","1","A021","C09","20.991362","qpl","1895133890","5637144576","5637207272","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","G361","6315.16","132629.5","MDM-000501","1","A021","C09","21.001764","qpl","1895133890","5637144576","5637207273","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","P001","13640.7","12180530.81","MDM-000643","1","1325","C08","892.954966","qpl","1895133890","5637144576","5637207274","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","P112","143725","6458784.81","MDM-000611","1","1315","C05","44.938492","qpl","1895133890","5637144576","5637207275","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","P211","91868.73","21069780.38","MDM-000174","1","1320","C06","229.346594","qpl","1895133890","5637144576","5637207276","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","P312","20520.11","4179466.39","MDM-000126","1","1331","C01","203.676607","qpl","1895133890","5637144576","5637207277","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","P401","78617.6","18571821.62","MDM-000126","1","1331","C01","236.229821","qpl","1895133890","5637144576","5637207278","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","P410","9330.29","2102108.12","MDM-000172","1","1331","C01","225.299333","qpl","1895133890","5637144576","5637207279","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","G301","0","2325.95","MDM-000501","3","A021","C09","0","qpl","1","5637144576","5637207280","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","G311","0","5654.35","MDM-000501","3","A021","C09","0","qpl","1","5637144576","5637207281","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","G321","0","2438.64","MDM-000501","3","A021","C09","0","qpl","1","5637144576","5637207282","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","G332","0","2859.61","MDM-000501","3","A021","C09","0","qpl","1","5637144576","5637207283","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","G361","0","677.17","MDM-000501","3","A021","C09","0","qpl","1","5637144576","5637207284","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","P001","0","6523.96","MDM-000643","3","1325","C08","0","qpl","1","5637144576","5637207285","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","P112","0","27012.82","MDM-000611","3","1315","C05","0","qpl","1","5637144576","5637207286","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","P211","0","68098.99","MDM-000174","3","1320","C06","0","qpl","1","5637144576","5637207287","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","P312","0","13900.31","MDM-000126","3","1331","C01","0","qpl","1","5637144576","5637207288","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","P401","0","59886.88","MDM-000126","3","1331","C01","0","qpl","1","5637144576","5637207289","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","P410","0","3663.19","MDM-000172","3","1331","C01","0","qpl","1","5637144576","5637207290","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","P501","0","2292.42","MDM-000172","3","1331","C01","0","qpl","1","5637144576","5637207291","28/8/2022 05:59:04","20200070","28/8/2022 05:59:04","20200070"
"202208","10.01.001","32341.7","715014.98","MDM-000233","1","A011","Y01","22.108144","qmh","668099187","5637144576","5637204954","28/8/2022 06:07:37","20180159","28/8/2022 06:07:37","20180159"
"202208","10.01.014","32341.7","607596.25","MDM-000233","1","A001","Y01","18.786775","qmh","668099187","5637144576","5637204955","28/8/2022 06:07:37","20180159","28/8/2022 06:07:37","20180159"
"202208","P001","4761.33","3862229.59","MDM-000643","1","2020","C08","811.166121","qmh","668099187","5637144576","5637204956","28/8/2022 06:07:37","20180159","28/8/2022 06:07:37","20180159"
"202208","P101","39773.52","1526042.92","MDM-000611","1","2011","C05","38.368314","qmh","668099187","5637144576","5637204957","28/8/2022 06:07:37","20180159","28/8/2022 06:07:37","20180159"
"202208","P201","29663.48","6780561.84","MDM-000174","1","2015","C06","228.582817","qmh","668099187","5637144576","5637204958","28/8/2022 06:07:37","20180159","28/8/2022 06:07:37","20180159"
"202208","P401","42616.53","7813490.27","MDM-000172","1","2026","C01","183.344121","qmh","668099187","5637144576","5637204959","28/8/2022 06:07:37","20180159","28/8/2022 06:07:37","20180159"
"202208","P501","7161.95","1397318.31","MDM-000172","1","2026","C01","195.103052","qmh","668099187","5637144576","5637204960","28/8/2022 06:07:37","20180159","28/8/2022 06:07:37","20180159"
"202208","10.01.001","0","-9967.45","MDM-000233","3","A011","Y01","0","qmh","1","5637144576","5637204961","28/8/2022 06:07:37","20180159","28/8/2022 06:07:37","20180159"
"202208","P001","0","-14220.97","MDM-000643","3","2020","C08","0","qmh","1","5637144576","5637204962","28/8/2022 06:07:37","20180159","28/8/2022 06:07:37","20180159"
"202208","P101","0","-75729.01","MDM-000611","3","2011","C05","0","qmh","1","5637144576","5637204963","28/8/2022 06:07:37","20180159","28/8/2022 06:07:37","20180159"
"202208","P201","0","-224148.37","MDM-000174","3","2015","C06","0","qmh","1","5637144576","5637204964","28/8/2022 06:07:37","20180159","28/8/2022 06:07:37","20180159"
"202208","P401","0","-60909.15","MDM-000172","3","2026","C01","0","qmh","1","5637144576","5637204965","28/8/2022 06:07:37","20180159","28/8/2022 06:07:37","20180159"
"202208","P501","0","-10300.14","MDM-000172","3","2026","C01","0","qmh","1","5637144576","5637204966","28/8/2022 06:07:37","20180159","28/8/2022 06:07:37","20180159"
"202208","10.01.001","59764.92","1656656.51","MDM-000233","1","A0011","Y01","27.719547","qxh","910391473","5637144576","5637206648","28/8/2022 08:20:32","20086543","28/8/2022 08:20:31","20086543"
"202208","10.01.014","59764.92","1620373.94","MDM-000233","1","A0001","Y01","27.112458","qxh","910391473","5637144576","5637206649","28/8/2022 08:20:32","20086543","28/8/2022 08:20:31","20086543"
"202208","20.02.003","1473460","171066.18","MDM-000071","1","YR0002","D02","0.116098","qxh","910391473","5637144576","5637206650","28/8/2022 08:20:32","20086543","28/8/2022 08:20:31","20086543"
"202208","P001","9177","7864656.43","MDM-000891","1","2321","C08","856.99645","qxh","910391473","5637144576","5637206651","28/8/2022 08:20:32","20086543","28/8/2022 08:20:31","20086543"
"202208","P101","91312.5","3780801.2","MDM-000641","1","2312","C05","41.405078","qxh","910391473","5637144576","5637206652","28/8/2022 08:20:32","20086543","28/8/2022 08:20:31","20086543"
"202208","P201","59454.73","14023549.54","MDM-000232","1","2316","C06","235.869367","qxh","910391473","5637144576","5637206653","28/8/2022 08:20:32","20086543","28/8/2022 08:20:31","20086543"
"202208","P312","6151.75","1458297.99","MDM-000123","1","2325","C01","237.054169","qxh","910391473","5637144576","5637206654","28/8/2022 08:20:32","20086543","28/8/2022 08:20:31","20086543"
"202208","P401","268.25","72734.05","MDM-000391","1","2325","C01","271.142777","qxh","910391473","5637144576","5637206655","28/8/2022 08:20:32","20086543","28/8/2022 08:20:31","20086543"
"202208","P401","50750.5","12493313.16","MDM-000391","1","2326","C01","246.171232","qxh","910391473","5637144576","5637206656","28/8/2022 08:20:32","20086543","28/8/2022 08:20:31","20086543"
"202208","P403","10170.25","2783153.59","MDM-000391","1","2326","C01","273.656359","qxh","910391473","5637144576","5637206657","28/8/2022 08:20:32","20086543","28/8/2022 08:20:31","20086543"
"202208","P410","2944.75","768784.68","MDM-000391","1","2325","C01","261.069591","qxh","910391473","5637144576","5637206658","28/8/2022 08:20:32","20086543","28/8/2022 08:20:31","20086543"
"202208","P001","0","-119606.1","MDM-000891","3","2321","C08","0","qxh","1","5637144576","5637206659","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","P101","0","-38640.94","MDM-000641","3","2312","C05","0","qxh","1","5637144576","5637206660","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","P109","0","-21172.52","MDM-000641","3","2312","C05","0","qxh","1","5637144576","5637206661","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","P201","0","-194091.39","MDM-000232","3","2316","C06","0","qxh","1","5637144576","5637206662","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","P210","0","-83373.62","MDM-000232","3","2316","C06","0","qxh","1","5637144576","5637206663","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","P312","0","-5367.99","MDM-000091","3","2325","C01","0","qxh","1","5637144576","5637206664","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","P312","0","-9418.75","MDM-000123","3","2325","C01","0","qxh","1","5637144576","5637206665","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","P312","0","-1352.59","MDM-000123","3","2326","C01","0","qxh","1","5637144576","5637206666","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","P401","0","-23637.29","MDM-000391","3","2325","C01","0","qxh","1","5637144576","5637206667","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","P401","0","-88678.5","MDM-000391","3","2326","C01","0","qxh","1","5637144576","5637206668","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","P401","0","-2899.63","MDM-002191","3","2325","C01","0","qxh","1","5637144576","5637206669","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","P401","0","-13232.49","MDM-002191","3","2326","C01","0","qxh","1","5637144576","5637206670","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","P403","0","-26159.25","MDM-000391","3","2326","C01","0","qxh","1","5637144576","5637206671","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","P410","0","-8432.89","MDM-000391","3","2325","C01","0","qxh","1","5637144576","5637206672","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","P410","0","-5507.86","MDM-002191","3","2325","C01","0","qxh","1","5637144576","5637206673","28/8/2022 08:20:31","20086543","28/8/2022 08:20:31","20086543"
"202208","H02N001","531.5","120878.89","MDM-000521","1","QHN_3#JBZ","C02","227.429708","qhn","1497783686","5637144576","5637208827","29/8/2022 03:41:38","19930572","29/8/2022 03:41:38","19930572"
"202208","H03N001","211","52372.86","MDM-000341","1","QHN_2#JBZ","C02","248.212606","qhn","1497783686","5637144576","5637208828","29/8/2022 03:41:38","19930572","29/8/2022 03:41:38","19930572"
"202208","H03N001","587.5","135822.58","MDM-000521","1","QHN_3#JBZ","C02","231.18737","qhn","1497783686","5637144576","5637208829","29/8/2022 03:41:38","19930572","29/8/2022 03:41:38","19930572"
"202208","H03N017","124","30280.72","MDM-000341","1","QHN_2#JBZ","C02","244.199354","qhn","1497783686","5637144576","5637208830","29/8/2022 03:41:38","19930572","29/8/2022 03:41:38","19930572"
"202208","10.01.001","78593.7","3564727.31","MDM-000331","1","A001","Y01","45.3564","qzy","433451889","5637144576","5637208857","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","20.02.003","2224720","222112.77","MDM-000071","1","2540","D02","0.099838","qzy","433451889","5637144576","5637208858","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","P001","11717","8543166.78","MDM-000643","1","2520","C08","729.125781","qzy","433451889","5637144576","5637208859","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","P101","120549.64","5944839.01","MDM-000611","1","2511","C05","49.314448","qzy","433451889","5637144576","5637208860","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","P201","75406.85","16366447.36","MDM-000174","1","2515","C06","217.041918","qzy","433451889","5637144576","5637208861","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","P312","30504.34","6063462.61","MDM-000172","1","2525","C01","198.773768","qzy","433451889","5637144576","5637208862","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","P312","5194.25","1205123.76","MDM-000172","1","2526","C01","232.011119","qzy","433451889","5637144576","5637208863","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","P401","28202.77","6961064.64","MDM-000172","1","2525","C01","246.822019","qzy","433451889","5637144576","5637208864","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","P401","5493.13","1447310.38","MDM-000172","1","2526","C01","263.476447","qzy","433451889","5637144576","5637208865","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","10.01.001","0","-1492.61","MDM-000331","3","A001","Y01","0","qzy","1","5637144576","5637208866","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","P001","0","-2529.88","MDM-000643","3","2520","C08","0","qzy","1","5637144576","5637208867","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","P101","0","-16053.75","MDM-000611","3","2511","C05","0","qzy","1","5637144576","5637208868","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","P201","0","-34212.07","MDM-000174","3","2515","C06","0","qzy","1","5637144576","5637208869","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","P312","0","-9625.07","MDM-000172","3","2525","C01","0","qzy","1","5637144576","5637208870","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","P312","0","-989.25","MDM-000172","3","2526","C01","0","qzy","1","5637144576","5637208871","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","P401","0","-11286.5","MDM-000172","3","2525","C01","0","qzy","1","5637144576","5637208872","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","P401","0","-11557.93","MDM-000172","3","2526","C01","0","qzy","1","5637144576","5637208873","29/8/2022 10:48:52","20150227","29/8/2022 10:48:52","20150227"
"202208","10.01.001","135300.37","4588643.96","MDM-000233","1","A011","Y01","33.914496","qgg","1168437201","5637144576","5637207292","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","10.01.014","142378.68","1753565.03","MDM-000233","1","A001","Y01","12.316205","qgg","1168437201","5637144576","5637207293","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","10.02.004","7078.31","240058.35","MDM-000071","1","A011","Y02","33.914642","qgg","1168437201","5637144576","5637207294","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","20.02.003","3211900","419042.12","MDM-000071","1","YR02","D02","0.130465","qgg","1168437201","5637144576","5637207295","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","H00M002","9","2617.21","MDM-000212","1","GGS_1#JBZ","C02","290.801111","qgg","1168437201","5637144576","5637207296","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","H00M002","69","19503.43","MDM-000341","1","GGS_2#JBZ","C02","282.658405","qgg","1168437201","5637144576","5637207297","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","H02N001","666","185242.8","MDM-000212","1","GGS_1#JBZ","C02","278.142342","qgg","1168437201","5637144576","5637207298","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","H02N001","296","78692.74","MDM-000341","1","GGS_2#JBZ","C02","265.853851","qgg","1168437201","5637144576","5637207299","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","H03N001","359.5","101593.57","MDM-000212","1","GGS_1#JBZ","C02","282.596856","qgg","1168437201","5637144576","5637207300","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","H03N001","1286.5","346533.42","MDM-000341","1","GGS_2#JBZ","C02","269.361383","qgg","1168437201","5637144576","5637207301","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","H03N017","256","72738.33","MDM-000212","1","GGS_1#JBZ","C02","284.134101","qgg","1168437201","5637144576","5637207302","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","H03N017","773","207593.47","MDM-000341","1","GGS_2#JBZ","C02","268.555588","qgg","1168437201","5637144576","5637207303","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","H04N001","94","26827.12","MDM-000212","1","GGS_1#JBZ","C02","285.394893","qgg","1168437201","5637144576","5637207304","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","H04N001","136.5","37083.95","MDM-000341","1","GGS_2#JBZ","C02","271.677289","qgg","1168437201","5637144576","5637207305","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","H04N077","135","37963.2","MDM-000212","1","GGS_1#JBZ","C02","281.208888","qgg","1168437201","5637144576","5637207306","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","H05N001","724.5","207974.89","MDM-000212","1","GGS_1#JBZ","C02","287.059889","qgg","1168437201","5637144576","5637207307","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","H05N001","2794","769878.2","MDM-000341","1","GGS_2#JBZ","C02","275.546957","qgg","1168437201","5637144576","5637207308","31/8/2022 02:05:08","20141691","31/8/2022 02:05:07","20141691"
"202208","P201","63676.91","16220451.43","MDM-000174","1","2415","C06","254.730504","qlq","1594502090","5637144576","5637204972","29/8/2022 03:56:18","20180152","29/8/2022 03:56:18","20180152"
"202208","P312","10782","2521851.44","MDM-000172","1","2425","C01","233.894587","qlq","1594502090","5637144576","5637204973","29/8/2022 03:56:18","20180152","29/8/2022 03:56:18","20180152"
"202208","P312","8461","1947951.83","MDM-000172","1","2426","C01","230.227139","qlq","1594502090","5637144576","5637204974","29/8/2022 03:56:18","20180152","29/8/2022 03:56:18","20180152"
"202208","P401","43686","10879901.44","MDM-000172","1","2425","C01","249.047782","qlq","1594502090","5637144576","5637204975","29/8/2022 03:56:18","20180152","29/8/2022 03:56:18","20180152"
"202208","P401","32303","8095316.58","MDM-000172","1","2426","C01","250.60572","qlq","1594502090","5637144576","5637204976","29/8/2022 03:56:18","20180152","29/8/2022 03:56:18","20180152"
"202208","10.01.001","0","-1597.07","MDM-000233","3","A011","Y01","0","qlq","1","5637144576","5637204977","29/8/2022 03:56:18","20180152","29/8/2022 03:56:18","20180152"
"202208","10.01.001","0","-508.18","MDM-000331","3","A013","Y01","0","qlq","1","5637144576","5637204978","29/8/2022 03:56:18","20180152","29/8/2022 03:56:18","20180152"
"202208","P001","0","-3497.23","MDM-000643","3","2420","C08","0","qlq","1","5637144576","5637204979","29/8/2022 03:56:18","20180152","29/8/2022 03:56:18","20180152"
"202208","P101","0","-20009.89","MDM-000611","3","2411","C05","0","qlq","1","5637144576","5637204980","29/8/2022 03:56:18","20180152","29/8/2022 03:56:18","20180152"
"202208","P201","0","-56224.25","MDM-000174","3","2415","C06","0","qlq","1","5637144576","5637204981","29/8/2022 03:56:18","20180152","29/8/2022 03:56:18","20180152"
"202208","P312","0","-8698.44","MDM-000172","3","2425","C01","0","qlq","1","5637144576","5637204982","29/8/2022 03:56:18","20180152","29/8/2022 03:56:18","20180152"
"202208","P312","0","-12169.86","MDM-000172","3","2426","C01","0","qlq","1","5637144576","5637204983","29/8/2022 03:56:18","20180152","29/8/2022 03:56:18","20180152"
"202208","P401","0","-24453.26","MDM-000172","3","2425","C01","0","qlq","1","5637144576","5637204984","29/8/2022 03:56:18","20180152","29/8/2022 03:56:18","20180152"
"202208","P401","0","-42246.06","MDM-000172","3","2426","C01","0","qlq","1","5637144576","5637204985","29/8/2022 03:56:18","20180152","29/8/2022 03:56:18","20180152"
"202208","H02N001","21","5235.21","MDM-000212","1","QST_1#JBZ","C02","249.295714","qst","602824736","5637144576","5637204149","29/8/2022 06:35:28","20091381","29/8/2022 06:35:28","20091381"
