"PERIODNUM","PRODITEMID","PRODQTY","PRODVALUE","PRODINVENTDIMID","COSTRESTORETYPE","PRODUCTIONLINEID","PRODITEMGROUPID","PRODUNITVALUE","DATAAREAID","RECVERSION","PARTITION","RECID","MODIFIEDDATETIME","MODIFIEDBY","CREATEDDATETIME","CREATEDBY"
"202112","10.01.001","9031.088","158468.79","MDM-000461","1","A002","Y01","17.547031","qts","1666020730","5637144576","5637144576","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202112","10.02.007","269.96","3635.94","MDM-000561","1","A003","Y02","13.468439","qts","1666020730","5637144576","5637144577","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202112","P101","3566.469","123746.86","MDM-000611","1","1211","C05","34.697304","qts","1666020730","5637144576","5637144578","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202112","P201","155876.68","43262445.35","MDM-000174","1","1215","C06","277.542768","qts","1666020730","5637144576","5637144579","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202112","P312","3415.97","963751.15","MDM-000125","1","1225","C01","282.131034","qts","1666020730","5637144576","5637144580","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202112","P401","4313.93","839557.55","MDM-000125","1","1225","C01","194.615478","qts","1666020730","5637144576","5637144581","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202112","P401","26579.41","10268238.02","MDM-000172","1","1225","C01","386.323022","qts","1666020730","5637144576","5637144582","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202112","P402","6272.06","2159654.19","MDM-000125","1","1225","C01","344.329325","qts","1666020730","5637144576","5637144583","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202112","P402","561.98","156211.57","MDM-000172","1","1225","C01","277.966422","qts","1666020730","5637144576","5637144584","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202112","P408","1369.75","364605.54","MDM-000125","1","1225","C01","266.184004","qts","1666020730","5637144576","5637144585","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","8066.5","2958314.6","MDM-000391","1","2325","C01","366.740792","qxh","2140521312","5637144576","5637149861","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","12745.25","4616482.09","MDM-000391","1","2326","C01","362.211968","qxh","2140521312","5637144576","5637149862","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P410","369.25","138047.31","MDM-000391","1","2325","C01","373.858659","qxh","2140521312","5637144576","5637149863","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H05N023","54","49791.19","MDM-000341","1","QHB_2#JBZ","C02","922.059074","qhb","962843338","5637144576","5637146842","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H07N023","504","480018.17","MDM-000341","1","QHB_2#JBZ","C02","952.417003","qhb","962843338","5637144576","5637146843","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H08N023","247","239814.9","MDM-000341","1","QHB_2#JBZ","C02","970.910526","qhb","962843338","5637144576","5637146844","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","10.10.001","13.5","38720.94","MDM-000071","1","QPA_1#搅拌站","Y10","2868.217777","qpa","1651447419","5637144576","5637149852","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","10.10.001","27.06","6751.17","MDM-000071","1","QPA_2#搅拌站","Y10","249.488913","qpa","1651447419","5637144576","5637149853","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H04N001","27","86801.16","MDM-000212","1","QPA_1#搅拌站","C02","3214.857777","qpa","1651447419","5637144576","5637149854","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H05N039","36","34583.99","MDM-000341","1","QPA_2#搅拌站","C02","960.666388","qpa","1651447419","5637144576","5637149855","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H07N098","72","258959.52","MDM-000212","1","QPA_1#搅拌站","C02","3596.66","qpa","1651447419","5637144576","5637149856","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H07N098","168","110949.18","MDM-000341","1","QPA_2#搅拌站","C02","660.411785","qpa","1651447419","5637144576","5637149857","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","7199.96","3286679.95","MDM-000172","1","2026","C01","456.485862","qmh","1554297884","5637144576","5637149102","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","10.01.001","32100","1010343.96","MDM-000233","1","A011","Y01","31.474889","qcx","1806470865","5637144576","5637148347","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","10.01.014","32100","867593.28","MDM-000233","1","A001","Y01","27.027828","qcx","1806470865","5637144576","5637148348","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","G301","900","42578.74","MDM-000144","1","A20","C09","47.309711","qcx","1806470865","5637144576","5637148349","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","G311","4500","212894","MDM-000144","1","A20","C09","47.309777","qcx","1806470865","5637144576","5637148350","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","G321","1000","47309.54","MDM-000144","1","A20","C09","47.30954","qcx","1806470865","5637144576","5637148351","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","G331","13500","639332.72","MDM-000144","1","A20","C09","47.357979","qcx","1806470865","5637144576","5637148352","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","G351","2200","97422.81","MDM-000144","1","A20","C09","44.283095","qcx","1806470865","5637144576","5637148353","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P312","2570.82","1368249.02","MDM-000123","1","1732","C01","532.2228","qcx","1806470865","5637144576","5637148354","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P312","3410.1","1794442.2","MDM-000172","1","1730","C01","526.213952","qcx","1806470865","5637144576","5637148355","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","76562.98","20417320.86","MDM-000123","1","1733","C01","266.673539","qcx","1806470865","5637144576","5637148356","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","3921.53","927511.85","MDM-000172","1","1733","C01","236.517851","qcx","1806470865","5637144576","5637148357","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P408","2214.07","648006.55","MDM-000123","1","1733","C01","292.676631","qcx","1806470865","5637144576","5637148358","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P312","1965","649022.05","MDM-000091","1","2425","C01","330.291119","qlq","1700498586","5637144576","5637150608","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P312","1255","414644.6","MDM-000091","1","2426","C01","330.394103","qlq","1700498586","5637144576","5637150609","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","5136","1713899.72","MDM-000091","1","2425","C01","333.703216","qlq","1700498586","5637144576","5637150610","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","12199","4105709.6","MDM-000091","1","2426","C01","336.56116","qlq","1700498586","5637144576","5637150611","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","12907","4497512.42","MDM-000172","1","2425","C01","348.455289","qlq","1700498586","5637144576","5637150612","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","16556","5793158.68","MDM-000172","1","2426","C01","349.912942","qlq","1700498586","5637144576","5637150613","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202309","H02N017","82","16288.55","MDM-000212","1","QST_1#JBZ","C02","198.640853","qst","952802595","5637144576","5637277763","29/9/2023 06:34:05","20121185","29/9/2023 06:34:05","20121185"
"202309","H02N017","28","5516.24","MDM-000341","1","QST_2#JBZ","C02","197.008571","qst","952802595","5637144576","5637277764","29/9/2023 06:34:05","20121185","29/9/2023 06:34:05","20121185"
"202309","H03N001","570","120751.06","MDM-000212","1","QST_1#JBZ","C02","211.843964","qst","952802595","5637144576","5637277765","29/9/2023 06:34:05","20121185","29/9/2023 06:34:05","20121185"
"202201","P312","2947.16","817038.12","MDM-000125","1","1225","C01","277.228966","qts","1230020909","5637144576","5637149858","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","129.01","39367.15","MDM-000125","1","1225","C01","305.14805","qts","1230020909","5637144576","5637149859","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","33789.54","10485797.22","MDM-000172","1","1225","C01","310.326723","qts","1230020909","5637144576","5637149860","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","10.01.014","4278.84","63383.71","MDM-000233","1","A001","Y01","14.813292","qpl","1958293925","5637144576","5637151364","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","10.01.031","2082","30841.25","MDM-000233","1","A011","Y01","14.81328","qpl","1958293925","5637144576","5637151365","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","G301","733.72","17891.04","MDM-000501","1","A021","C09","24.384015","qpl","1958293925","5637144576","5637151366","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","G311","703.26","17203.03","MDM-000501","1","A021","C09","24.461834","qpl","1958293925","5637144576","5637151367","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","G321","579.9","14102.71","MDM-000501","1","A021","C09","24.31921","qpl","1958293925","5637144576","5637151368","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","G322","5.86","132.34","MDM-000501","1","A021","C09","22.583617","qpl","1958293925","5637144576","5637151369","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","G361","174.1","4260.31","MDM-000501","1","A021","C09","24.470476","qpl","1958293925","5637144576","5637151370","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","11560","3599641.85","MDM-000126","1","1331","C01","311.387703","qpl","1958293925","5637144576","5637151371","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H03N022","15","56566.14","MDM-000341","1","QST_2#JBZ","C02","3771.076","qst","195989097","5637144576","5637150614","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H03N038","39","43207.33","MDM-000212","1","QST_1#JBZ","C02","1107.880256","qst","195989097","5637144576","5637150615","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H03N040","5","5617.95","MDM-000212","1","QST_1#JBZ","C02","1123.59","qst","195989097","5637144576","5637150616","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H05N023","63","71791.17","MDM-000212","1","QST_1#JBZ","C02","1139.54238","qst","195989097","5637144576","5637150617","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H05N029","76.5","87065.1","MDM-000212","1","QST_1#JBZ","C02","1138.105882","qst","195989097","5637144576","5637150618","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H05N029","8","30339.48","MDM-000341","1","QST_2#JBZ","C02","3792.435","qst","195989097","5637144576","5637150619","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H06N023","30","34583.86","MDM-000212","1","QST_1#JBZ","C02","1152.795333","qst","195989097","5637144576","5637150620","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H06N102","46.5","53591.4","MDM-000212","1","QST_1#JBZ","C02","1152.503225","qst","195989097","5637144576","5637150621","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H06N102","10","38068.09","MDM-000341","1","QST_2#JBZ","C02","3806.809","qst","195989097","5637144576","5637150622","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H06N216","98","113372.39","MDM-000212","1","QST_1#JBZ","C02","1156.861122","qst","195989097","5637144576","5637150623","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H07N023","19","72670","MDM-000341","1","QST_2#JBZ","C02","3824.736842","qst","195989097","5637144576","5637150624","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202309","H03N001","629","132422.04","MDM-000341","1","QST_2#JBZ","C02","210.527885","qst","952802595","5637144576","5637277766","29/9/2023 06:34:05","20121185","29/9/2023 06:34:05","20121185"
"202309","H03N017","900.5","185499.27","MDM-000212","1","QST_1#JBZ","C02","205.995857","qst","952802595","5637144576","5637277767","29/9/2023 06:34:05","20121185","29/9/2023 06:34:05","20121185"
"202309","H03N017","1906.5","389458.5","MDM-000341","1","QST_2#JBZ","C02","204.279307","qst","952802595","5637144576","5637277768","29/9/2023 06:34:05","20121185","29/9/2023 06:34:05","20121185"
"202309","H04N001","318.5","68027.01","MDM-000212","1","QST_1#JBZ","C02","213.585588","qst","952802595","5637144576","5637277769","29/9/2023 06:34:05","20121185","29/9/2023 06:34:05","20121185"
"202309","H04N001","629.5","133351.06","MDM-000341","1","QST_2#JBZ","C02","211.836473","qst","952802595","5637144576","5637277770","29/9/2023 06:34:05","20121185","29/9/2023 06:34:05","20121185"
"202309","H04N007","34","10133.84","MDM-000212","1","QST_1#JBZ","C02","298.054117","qst","952802595","5637144576","5637277771","29/9/2023 06:34:05","20121185","29/9/2023 06:34:05","20121185"
"202309","H04N017","26.5","5682.95","MDM-000212","1","QST_1#JBZ","C02","214.450943","qst","952802595","5637144576","5637277772","29/9/2023 06:34:05","20121185","29/9/2023 06:34:05","20121185"
"202309","H04N017","42.5","9029","MDM-000341","1","QST_2#JBZ","C02","212.447058","qst","952802595","5637144576","5637277773","29/9/2023 06:34:05","20121185","29/9/2023 06:34:05","20121185"
"202201","P401","1327.05","462481.57","MDM-000123","1","1633","C01","348.5035","qqh","364192278","5637144576","5637152887","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","9737.47","3162043.98","MDM-000172","1","1631","C01","324.729522","qqh","364192278","5637144576","5637152888","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","18700.42","6495312.12","MDM-000172","1","1632","C01","347.335093","qqh","364192278","5637144576","5637152889","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","17108.72","5536967.88","MDM-000172","1","1633","C01","323.634256","qqh","364192278","5637144576","5637152890","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P412","893.25","274952.78","MDM-000172","1","1631","C01","307.811676","qqh","364192278","5637144576","5637152891","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P501","1315.85","508652.07","MDM-000123","1","1632","C01","386.557791","qqh","364192278","5637144576","5637152892","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P501","1370.25","497492.02","MDM-000123","1","1633","C01","363.066608","qqh","364192278","5637144576","5637152893","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P610","1945.64","785246.62","MDM-000172","1","1631","C01","403.592966","qqh","364192278","5637144576","5637152894","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H00M013","2","1244.88","MDM-000341","1","QZC_2#JBZ","C02","622.44","qzc","1917232755","5637144576","5637152137","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H00M014","9","5804.41","MDM-000341","1","QZC_2#JBZ","C02","644.934444","qzc","1917232755","5637144576","5637152138","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H00M015","5","2100.22","MDM-000212","1","QZC_1#JBZ","C02","420.044","qzc","1917232755","5637144576","5637152139","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H00M015","2","1246.92","MDM-000341","1","QZC_2#JBZ","C02","623.46","qzc","1917232755","5637144576","5637152140","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","36810.69","11641705.05","MDM-000123","1","1830","C01","316.25881","qzx","1054232739","5637144576","5637148346","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","10.01.001","47535.62","1664622.13","MDM-000233","1","A011","Y01","35.018416","qgg","90370416","5637144576","5637150625","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","10.01.014","51726.52","820924.82","MDM-000233","1","A001","Y01","15.870482","qgg","90370416","5637144576","5637150626","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","10.02.004","4190.9","146758.09","MDM-000071","1","A011","Y02","35.018275","qgg","90370416","5637144576","5637150627","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H00M011","30.5","10262.79","MDM-000212","1","GGS_1#JBZ","C02","336.484918","qgg","90370416","5637144576","5637150628","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H00M011","2","756.12","MDM-000341","1","GGS_2#JBZ","C02","378.06","qgg","90370416","5637144576","5637150629","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H02N022","20","5948.26","MDM-000212","1","GGS_1#JBZ","C02","297.413","qgg","90370416","5637144576","5637150630","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H03N022","91","27734.24","MDM-000212","1","GGS_1#JBZ","C02","304.771868","qgg","90370416","5637144576","5637150631","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H03N022","10","3462.59","MDM-000341","1","GGS_2#JBZ","C02","346.259","qgg","90370416","5637144576","5637150632","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H03N038","29","8984.88","MDM-000212","1","GGS_1#JBZ","C02","309.823448","qgg","90370416","5637144576","5637150633","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H03N038","127","44603.18","MDM-000341","1","GGS_2#JBZ","C02","351.206141","qgg","90370416","5637144576","5637150634","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H04N023","138","42458.58","MDM-000212","1","GGS_1#JBZ","C02","307.670869","qgg","90370416","5637144576","5637150635","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H04N023","34","11868.27","MDM-000341","1","GGS_2#JBZ","C02","349.066764","qgg","90370416","5637144576","5637150636","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H05N023","904","289873.3","MDM-000212","1","GGS_1#JBZ","C02","320.656305","qgg","90370416","5637144576","5637150637","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H05N023","1035","374734.41","MDM-000341","1","GGS_2#JBZ","C02","362.062231","qgg","90370416","5637144576","5637150638","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H06N023","396","130811.23","MDM-000212","1","GGS_1#JBZ","C02","330.331388","qgg","90370416","5637144576","5637150639","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H06N023","548","203711.68","MDM-000341","1","GGS_2#JBZ","C02","371.736642","qgg","90370416","5637144576","5637150640","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H06N098","2654","871786.87","MDM-000212","1","GGS_1#JBZ","C02","328.480357","qgg","90370416","5637144576","5637150641","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H06N098","669.5","247689.07","MDM-000341","1","GGS_2#JBZ","C02","369.961269","qgg","90370416","5637144576","5637150642","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H07N023","73","24909.51","MDM-000212","1","GGS_1#JBZ","C02","341.226164","qgg","90370416","5637144576","5637150643","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H07N023","141","53951.61","MDM-000341","1","GGS_2#JBZ","C02","382.635531","qgg","90370416","5637144576","5637150644","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H07N098","33","11274.24","MDM-000212","1","GGS_1#JBZ","C02","341.643636","qgg","90370416","5637144576","5637150645","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H07N102","41","15708.03","MDM-000341","1","GGS_2#JBZ","C02","383.122682","qgg","90370416","5637144576","5637150646","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P312","2164.3","617661.3","MDM-000123","1","1531","C01","285.386175","qgg","90370416","5637144576","5637150647","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","18563.88","5840848.29","MDM-000123","1","1531","C01","314.635102","qgg","90370416","5637144576","5637150648","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H02N001","6.5","2085.57","MDM-000341","1","QHN_2#JBZ","C02","320.856923","qhn","708570821","5637144576","5637150649","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H02N022","2.7","882.84","MDM-000341","1","QHN_2#JBZ","C02","326.977777","qhn","708570821","5637144576","5637150650","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H03N022","5","1603.23","MDM-000341","1","QHN_2#JBZ","C02","320.646","qhn","708570821","5637144576","5637150651","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H03N040","32","10150.13","MDM-000341","1","QHN_2#JBZ","C02","317.191562","qhn","708570821","5637144576","5637150652","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H04N023","50","16454.55","MDM-000341","1","QHN_2#JBZ","C02","329.091","qhn","708570821","5637144576","5637150653","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H04N039","22","7119.98","MDM-000341","1","QHN_2#JBZ","C02","323.635454","qhn","708570821","5637144576","5637150654","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H05N001","426","143454.66","MDM-000341","1","QHN_2#JBZ","C02","336.748028","qhn","708570821","5637144576","5637150655","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H05N001","76","160415.99","MDM-000521","1","QHN_3#JBZ","C02","2110.73671","qhn","708570821","5637144576","5637150656","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H05N023","193","64656.69","MDM-000341","1","QHN_2#JBZ","C02","335.008756","qhn","708570821","5637144576","5637150657","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H05N029","84","27950.04","MDM-000341","1","QHN_2#JBZ","C02","332.738571","qhn","708570821","5637144576","5637150658","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H05N030","86","29090.54","MDM-000341","1","QHN_2#JBZ","C02","338.262093","qhn","708570821","5637144576","5637150659","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H06N023","70","24066.13","MDM-000341","1","QHN_2#JBZ","C02","343.801857","qhn","708570821","5637144576","5637150660","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H06N106","60","20380.75","MDM-000341","1","QHN_2#JBZ","C02","339.679166","qhn","708570821","5637144576","5637150661","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H06N256","224","78633.68","MDM-000341","1","QHN_2#JBZ","C02","351.043214","qhn","708570821","5637144576","5637150662","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H03N022","28","12802.9","MDM-000212","1","QZC_1#JBZ","C02","457.246428","qzc","1917232755","5637144576","5637152141","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H03N022","35","32693.75","MDM-000341","1","QZC_2#JBZ","C02","934.107142","qzc","1917232755","5637144576","5637152142","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H04N023","19.5","9520.47","MDM-000212","1","QZC_1#JBZ","C02","488.22923","qzc","1917232755","5637144576","5637152143","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H04N023","270","158486.68","MDM-000341","1","QZC_2#JBZ","C02","586.987703","qzc","1917232755","5637144576","5637152144","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P312","2545","759603.09","MDM-000172","1","2131","C01","298.468797","qwx","586204990","5637144576","5637149097","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","2624","953703.36","MDM-000172","1","2130","C01","363.454024","qwx","586204990","5637144576","5637149098","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P401","18630","6338848.06","MDM-000172","1","2131","C01","340.249493","qwx","586204990","5637144576","5637149099","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P402","7993","3108712.26","MDM-000172","1","2130","C01","388.929345","qwx","586204990","5637144576","5637149100","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P402","5407","1864688.62","MDM-000172","1","2131","C01","344.865659","qwx","586204990","5637144576","5637149101","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H02N022","14","10312.38","MDM-000212","1","WWS_1#JBZ","C02","736.598571","wws","1580631872","5637144576","5637153645","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H02N022","44","18715.54","MDM-000341","1","WWS_2#JBZ","C02","425.353181","wws","1580631872","5637144576","5637153646","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H02N038","62","45879.18","MDM-000212","1","WWS_1#JBZ","C02","739.986774","wws","1580631872","5637144576","5637153647","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H02N038","24","10198.01","MDM-000341","1","WWS_2#JBZ","C02","424.917083","wws","1580631872","5637144576","5637153648","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H03N022","55","41463.55","MDM-000212","1","WWS_1#JBZ","C02","753.882727","wws","1580631872","5637144576","5637153649","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H03N022","137","60193.62","MDM-000341","1","WWS_2#JBZ","C02","439.369489","wws","1580631872","5637144576","5637153650","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H04N023","30","22871.66","MDM-000212","1","WWS_1#JBZ","C02","762.388666","wws","1580631872","5637144576","5637153651","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H04N039","38","28985.38","MDM-000212","1","WWS_1#JBZ","C02","762.773157","wws","1580631872","5637144576","5637153652","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H04N039","6","2680.13","MDM-000341","1","WWS_2#JBZ","C02","446.688333","wws","1580631872","5637144576","5637153653","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H05N023","30","13898.86","MDM-000341","1","WWS_2#JBZ","C02","463.295333","wws","1580631872","5637144576","5637153654","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H06N023","6","4786.31","MDM-000212","1","WWS_1#JBZ","C02","797.718333","wws","1580631872","5637144576","5637153655","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H06N023","127","60739.16","MDM-000341","1","WWS_2#JBZ","C02","478.261102","wws","1580631872","5637144576","5637153656","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H07N027","132","106500.89","MDM-000212","1","WWS_1#JBZ","C02","806.824924","wws","1580631872","5637144576","5637153657","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","H07N027","73","35919.92","MDM-000341","1","WWS_2#JBZ","C02","492.053698","wws","1580631872","5637144576","5637153658","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P108","6132.73","1323440.68","MDM-000253","1","2632","C07","215.799599","qhd","14589750","5637144576","5637152153","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P208","597.36","267120.49","MDM-000306","1","2625","C10","447.168357","qhd","14589750","5637144576","5637152154","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P208","10390.65","3232182.75","MDM-000306","1","2626","C10","311.066463","qhd","14589750","5637144576","5637152155","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
"202201","P305","1855","483309.18","MDM-000127","1","2634","C01","260.544032","qhd","14589750","5637144576","5637152156","23/6/2022 04:52:04","?","23/6/2022 04:52:04","?"
