epoch:0 loss:0.379898188654916 dis:8.268776893615723
epoch:100 loss:0.30660433463365716 dis:0.014567991718649864
epoch:200 loss:0.30650626719649704 dis:0.035117607563734055
epoch:300 loss:0.3062961854946878 dis:0.10664468258619308
epoch:400 loss:0.3056277902549889 dis:0.20953252911567688
epoch:500 loss:0.30290973875570554 dis:0.5589720010757446
epoch:600 loss:0.29227725756596146 dis:2.32419490814209
epoch:700 loss:0.2585681188045249 dis:3.358889579772949
epoch:800 loss:0.23030357584233233 dis:2.0368103981018066
epoch:900 loss:0.21650186003465235 dis:1.226294994354248
epoch:1000 loss:0.20678375853939107 dis:0.9058927297592163
epoch:1100 loss:0.19952228273571157 dis:0.7361767292022705
epoch:1200 loss:0.19408179683235433 dis:0.6174906492233276
epoch:1300 loss:0.1901159881591589 dis:0.5241039991378784
epoch:1400 loss:0.1871537548146629 dis:0.4494684934616089
epoch:1500 loss:0.18489328011016976 dis:0.3896326720714569
epoch:1600 loss:0.18326411177694837 dis:0.34141528606414795
epoch:1700 loss:0.182091328116593 dis:0.3028711676597595
epoch:1800 loss:0.18119349873321314 dis:0.2718964219093323
epoch:1900 loss:0.18050195793030413 dis:0.2468075007200241
epoch:2000 loss:0.1799801123248673 dis:0.2266395539045334
epoch:2100 loss:0.17956972408799896 dis:0.21067486703395844
epoch:2200 loss:0.17921453924977818 dis:0.19814054667949677
epoch:2300 loss:0.17887981960846583 dis:0.1882309466600418
epoch:2400 loss:0.17855013716162843 dis:0.1802196055650711
epoch:2500 loss:0.17822117216981623 dis:0.173528790473938
epoch:2600 loss:0.17789364061241322 dis:0.16775786876678467
epoch:2700 loss:0.17757016235839318 dis:0.22080697119235992
epoch:2800 loss:0.17695980227842525 dis:0.17109999060630798
epoch:2900 loss:0.1762987942062461 dis:0.17015886306762695
epoch:3000 loss:0.1756446148399104 dis:0.16899874806404114
epoch:3100 loss:0.17500981490676923 dis:0.16726243495941162
epoch:3200 loss:0.1743979597187235 dis:0.16485019028186798
epoch:3300 loss:0.17380911476682157 dis:0.18623501062393188
epoch:3400 loss:0.17303822024296844 dis:0.16997970640659332
epoch:3500 loss:0.17225495519486722 dis:0.1699623167514801
epoch:3600 loss:0.17148970093852742 dis:0.16938340663909912
epoch:3700 loss:0.170748263180935 dis:0.1678704172372818
epoch:3800 loss:0.17002945815658171 dis:0.1652946174144745
epoch:3900 loss:0.16933112110121348 dis:0.16179022192955017
epoch:4000 loss:0.16865131397739164 dis:0.1576395332813263
epoch:4100 loss:0.1679884987687671 dis:0.15314170718193054
epoch:4200 loss:0.1673415472560629 dis:0.148524671792984
epoch:4300 loss:0.16670947655089005 dis:0.1439579427242279
epoch:4400 loss:0.1660914416255935 dis:0.17456389963626862
epoch:4500 loss:0.165306991150042 dis:0.16776788234710693
epoch:4600 loss:0.16431868510432712 dis:0.15027153491973877
epoch:4700 loss:0.16330670359128527 dis:0.14867472648620605
epoch:4800 loss:0.16230737704586012 dis:0.1461557000875473
epoch:4900 loss:0.16133104903593917 dis:0.14291468262672424
epoch:5000 loss:0.16038534596112866 dis:0.13918349146842957
epoch:5100 loss:0.15947533866275565 dis:0.13518208265304565
epoch:5200 loss:0.15860030273467837 dis:0.13109414279460907
epoch:5300 loss:0.1577574433230921 dis:0.1270698606967926
epoch:5400 loss:0.15694446015732985 dis:0.12319330871105194
epoch:5500 loss:0.15615939851418578 dis:0.11950652301311493
epoch:5600 loss:0.1554004581498974 dis:0.11602842807769775
epoch:5700 loss:0.15466601843940442 dis:0.11276163905858994
epoch:5800 loss:0.1539546878227806 dis:0.10969829559326172
epoch:5900 loss:0.1532652628530042 dis:0.10682262480258942
epoch:6000 loss:0.15259674046601832 dis:0.10411866754293442
epoch:6100 loss:0.15194828104177843 dis:0.10157710313796997
epoch:6200 loss:0.15131916391824124 dis:0.09917773306369781
epoch:6300 loss:0.15070882797327026 dis:0.09690770506858826
