epoch:0 loss:0.36553302325301024 dis:0.06049516052007675
epoch:200 loss:0.2521249200208969 dis:22.27323341369629
epoch:400 loss:0.16186765666087066 dis:50.196353912353516
epoch:600 loss:0.1187212904620392 dis:32.44425964355469
epoch:800 loss:0.10883069842514306 dis:7.967372417449951
epoch:1000 loss:0.10070577445588223 dis:12.295791625976562
epoch:1200 loss:0.09345643951164903 dis:9.934256553649902
epoch:1400 loss:0.0894032543377846 dis:5.107926845550537
epoch:1600 loss:0.08738879945970474 dis:2.450383186340332
epoch:1800 loss:0.08625393825675702 dis:1.4338346719741821
epoch:2000 loss:0.08539498924417684 dis:1.2391301393508911
epoch:2200 loss:0.08469989289156786 dis:1.3697638511657715
epoch:2400 loss:0.08454070354808145 dis:1.682370662689209
epoch:2600 loss:0.0831830978916183 dis:1.9845774173736572
epoch:2800 loss:0.08251624411181117 dis:1.9649841785430908
epoch:3000 loss:0.08172345317486475 dis:1.622755527496338
epoch:3200 loss:0.08107576613211995 dis:1.223170518875122
epoch:3400 loss:0.08039288474540895 dis:0.8431746363639832
epoch:3600 loss:0.08075583181639777 dis:0.5706291794776917
epoch:3800 loss:0.086957604506236 dis:0.4088812470436096
epoch:4000 loss:0.08020906675094257 dis:0.3090059161186218
epoch:4200 loss:0.0786174690126301 dis:0.2705194354057312
epoch:4400 loss:0.07819736824416698 dis:0.22818924486637115
epoch:4600 loss:0.07783202131838478 dis:0.2080567330121994
epoch:4800 loss:0.07748945232205846 dis:0.19899868965148926
epoch:5000 loss:0.07713533241894999 dis:0.19476446509361267
epoch:5200 loss:0.08115588328495686 dis:0.2131873071193695
epoch:5400 loss:0.07638455922627722 dis:0.23605115711688995
epoch:5600 loss:0.07601582914777828 dis:0.2662133574485779
epoch:5800 loss:0.07554020064673497 dis:0.3351982831954956
epoch:6000 loss:0.07509467896610376 dis:0.38099658489227295
epoch:6200 loss:0.07459348576802158 dis:0.5008894801139832
